emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ00761,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ00762,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ00763,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ00764,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ00765,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ00766,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ00767,2.7,6,2.7,6,MODERATE,ROUTE-PRIMARY
REQ00768,0.7,3,0.7,3,MODERATE,ROUTE-PRIMARY
REQ00769,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ00770,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ00771,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ00772,1.9,5,1.9,4,HEAVY,ROUTE-PRIMARY
REQ00773,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00774,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ00775,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ00776,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ00777,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ00778,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00779,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ00780,3.5,10,3.5,10,NORMAL,ROUTE-PRIMARY
REQ00781,3.3,9,3.3,9,HEAVY,ROUTE-PRIMARY
REQ00782,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ00783,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ00784,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ00785,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ00786,2.6,10,2.6,10,NORMAL,ROUTE-PRIMARY
REQ00787,4.7,10,4.7,10,NORMAL,ROUTE-PRIMARY
REQ00788,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ00789,3.7,10,3.7,10,MODERATE,ROUTE-PRIMARY
REQ00790,5.1,10,5.1,10,NORMAL,ROUTE-PRIMARY
REQ00791,15.5,25,15.5,25,NORMAL,ROUTE-PRIMARY
REQ00792,2.7,9,2.7,9,MODERATE,ROUTE-PRIMARY
REQ00793,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ00794,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ00795,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ00796,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ00797,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ00798,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ00799,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ00800,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ00801,1.9,4,1.9,4,MODERATE,ROUTE-PRIMARY
REQ00802,3.8,13,3.8,13,NORMAL,ROUTE-PRIMARY
REQ00803,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ00804,3.3,9,3.3,9,MODERATE,ROUTE-PRIMARY
REQ00805,2.9,8,2.9,8,HEAVY,ROUTE-PRIMARY
REQ00806,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ00807,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ00808,1.2,4,1.2,4,HEAVY,ROUTE-PRIMARY
REQ00809,0.8,2,0.8,2,MODERATE,ROUTE-PRIMARY
REQ00810,3.8,10,3.8,10,MODERATE,ROUTE-PRIMARY
REQ00811,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00812,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ00813,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ00814,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ00815,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ00816,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ00817,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ00818,4.2,13,4.2,13,NORMAL,ROUTE-PRIMARY
REQ00819,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ00820,2.5,8,2.5,8,HEAVY,ROUTE-PRIMARY
REQ00821,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ00822,2.5,6,2.5,6,MODERATE,ROUTE-PRIMARY
REQ00823,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ00824,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ00825,2.5,7,2.5,6,MODERATE,ROUTE-PRIMARY
REQ00826,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ00827,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00828,15.2,27,15.2,27,NORMAL,ROUTE-PRIMARY
REQ00829,3.5,10,3.5,10,HEAVY,ROUTE-PRIMARY
REQ00830,5.5,15,5.5,15,MODERATE,ROUTE-PRIMARY
REQ00831,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ00832,4.1,12,4.1,12,HEAVY,ROUTE-PRIMARY
REQ00833,2.7,8,2.7,8,MODERATE,ROUTE-PRIMARY
REQ00834,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ00835,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ00836,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00837,2.1,6,2.1,6,MODERATE,ROUTE-PRIMARY
REQ00838,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ00839,2.5,10,2.5,9,MODERATE,ROUTE-PRIMARY
REQ00840,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ00841,0.5,2,0.5,1,HEAVY,ROUTE-PRIMARY
REQ00842,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ00843,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ00844,0.3,2,0.3,1,HEAVY,ROUTE-PRIMARY
REQ00845,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ00846,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ00847,2,7,2,6,NORMAL,ROUTE-PRIMARY
REQ00848,1.4,3,1.4,3,NORMAL,ROUTE-PRIMARY
REQ00849,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ00850,2.8,7,2.8,7,HEAVY,ROUTE-PRIMARY
REQ00851,3.6,10,3.6,10,MODERATE,ROUTE-PRIMARY
REQ00852,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ00853,3.3,9,3.3,9,NORMAL,ROUTE-PRIMARY
REQ00854,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ00855,0.7,2,0.7,2,MODERATE,ROUTE-PRIMARY
REQ00856,1,4,1,4,HEAVY,ROUTE-PRIMARY
REQ00857,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ00858,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ00859,2,5,2,4,NORMAL,ROUTE-PRIMARY
REQ00860,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ00861,2.7,5,2.7,5,MODERATE,ROUTE-PRIMARY
REQ00862,1.7,7,1.7,6,NORMAL,ROUTE-PRIMARY
REQ00863,1.8,5,1.8,5,MODERATE,ROUTE-PRIMARY
REQ00864,0.5,2,0.5,1,MODERATE,ROUTE-PRIMARY
REQ00865,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ00866,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ00867,3.8,10,3.8,10,NORMAL,ROUTE-PRIMARY
REQ00868,1.5,5,1.5,5,HEAVY,ROUTE-PRIMARY
REQ00869,0.2,2,0.2,1,MODERATE,ROUTE-PRIMARY
REQ00870,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ00871,2.4,7,2.4,6,NORMAL,ROUTE-PRIMARY
REQ00872,1.2,4,1.2,3,MODERATE,ROUTE-PRIMARY
REQ00873,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ00874,4.4,12,4.4,12,NORMAL,ROUTE-PRIMARY
REQ00875,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ00876,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ00877,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ00878,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ00879,2.8,6,2.8,6,MODERATE,ROUTE-PRIMARY
REQ00880,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ00881,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ00882,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ00883,2.1,5,2.1,5,HEAVY,ROUTE-PRIMARY
REQ00884,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ00885,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ00886,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00887,3,8,3,8,NORMAL,ROUTE-PRIMARY
REQ00888,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ00889,6.2,10,6.2,10,HEAVY,ROUTE-PRIMARY
REQ00890,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ00891,1.5,5,1.5,4,NORMAL,ROUTE-PRIMARY
REQ00892,0.9,3,0.9,2,NORMAL,ROUTE-PRIMARY
REQ00893,2.3,7,2.3,7,MODERATE,ROUTE-PRIMARY
REQ00894,3.2,9,3.2,9,NORMAL,ROUTE-PRIMARY
REQ00895,14.6,25,14.6,25,HEAVY,ROUTE-PRIMARY
REQ00896,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ00897,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ00898,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ00899,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ00900,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ00901,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ00902,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ00903,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ00904,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ00905,2.8,10,2.8,10,MODERATE,ROUTE-PRIMARY
REQ00906,2.4,5,2.4,5,NORMAL,ROUTE-PRIMARY
REQ00907,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ00908,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ00909,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ00910,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ00911,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ00912,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ00913,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ00914,1.6,3,1.6,3,NORMAL,ROUTE-PRIMARY
REQ00915,6.8,14,6.8,14,NORMAL,ROUTE-PRIMARY
REQ00916,0.8,2,0.8,2,HEAVY,ROUTE-PRIMARY
REQ00917,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ00918,0.4,2,0.4,1,MODERATE,ROUTE-PRIMARY
REQ00919,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ00920,0.5,2,0.5,2,MODERATE,ROUTE-PRIMARY
REQ00921,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ00922,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ00923,2.6,5,2.6,5,NORMAL,ROUTE-PRIMARY
REQ00924,3.6,10,3.6,10,MODERATE,ROUTE-PRIMARY
REQ00925,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ00926,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ00927,0.7,3,0.7,3,MODERATE,ROUTE-PRIMARY
REQ00928,2.3,9,2.3,8,HEAVY,ROUTE-PRIMARY
REQ00929,3.1,7,3.1,7,MODERATE,ROUTE-PRIMARY
REQ00930,5.2,13,5.2,13,NORMAL,ROUTE-PRIMARY
REQ00931,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ00932,3.2,9,3.2,9,NORMAL,ROUTE-PRIMARY
REQ00933,3.6,10,3.6,10,MODERATE,ROUTE-PRIMARY
REQ00934,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ00935,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ00936,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ00937,6.5,10,6.5,9,MODERATE,ROUTE-PRIMARY
REQ00938,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ00939,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ00940,3,11,3,10,HEAVY,ROUTE-PRIMARY
REQ00941,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ00942,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ00943,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ00944,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ00945,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ00946,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ00947,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ00948,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ00949,1.2,4,1.2,4,HEAVY,ROUTE-PRIMARY
REQ00950,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ00951,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ00952,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ00953,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ00954,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ00955,1.2,3,1.2,3,HEAVY,ROUTE-PRIMARY
REQ00956,3,6,3,6,MODERATE,ROUTE-PRIMARY
REQ00957,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ00958,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ00959,1.2,5,1.2,4,MODERATE,ROUTE-PRIMARY
REQ00960,2.1,7,2.1,7,MODERATE,ROUTE-PRIMARY
REQ00961,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ00962,16.3,27,16.3,27,MODERATE,ROUTE-PRIMARY
REQ00963,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ00964,1.8,6,1.8,6,HEAVY,ROUTE-PRIMARY
REQ00965,2.7,10,2.7,10,MODERATE,ROUTE-PRIMARY
REQ00966,2.5,7,2.5,7,NORMAL,ROUTE-PRIMARY
REQ00967,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ00968,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ00969,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ00970,2.4,6,2.4,5,HEAVY,ROUTE-PRIMARY
REQ00971,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ00972,2.6,6,2.6,6,MODERATE,ROUTE-PRIMARY
REQ00973,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ00974,2,4,2,4,MODERATE,ROUTE-PRIMARY
REQ00975,3.9,10,3.9,10,NORMAL,ROUTE-PRIMARY
REQ00976,14.7,25,14.7,25,NORMAL,ROUTE-PRIMARY
REQ00977,3,5,3,5,NORMAL,ROUTE-PRIMARY
REQ00978,1.4,5,1.4,4,NORMAL,ROUTE-PRIMARY
REQ00979,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ00980,4.9,8,4.9,8,NORMAL,ROUTE-PRIMARY
REQ00981,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ00982,1.9,6,1.9,5,HEAVY,ROUTE-PRIMARY
REQ00983,1.7,5,1.7,4,NORMAL,ROUTE-PRIMARY
REQ00984,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ00985,2,4,2,4,NORMAL,ROUTE-PRIMARY
REQ00986,4.4,9,4.4,9,MODERATE,ROUTE-PRIMARY
REQ00987,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ00988,2,8,2,8,HEAVY,ROUTE-PRIMARY
REQ00989,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ00990,2.8,7,2.8,7,MODERATE,ROUTE-PRIMARY
REQ00991,0.9,3,0.9,3,HEAVY,ROUTE-PRIMARY
REQ00992,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ00993,15.3,26,15.3,26,NORMAL,ROUTE-PRIMARY
REQ00994,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ00995,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ00996,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ00997,2.4,5,2.4,5,MODERATE,ROUTE-PRIMARY
REQ00998,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ00999,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ01000,3,8,3,8,NORMAL,ROUTE-PRIMARY
REQ01001,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01002,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01003,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ01004,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01005,1.2,2,1.2,2,NORMAL,ROUTE-PRIMARY
REQ01006,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01007,2.3,5,2.3,5,NORMAL,ROUTE-PRIMARY
REQ01008,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01009,1.9,6,1.9,5,HEAVY,ROUTE-PRIMARY
REQ01010,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ01011,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ01012,4.5,11,4.5,11,NORMAL,ROUTE-PRIMARY
REQ01013,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ01014,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ01015,2.3,7,2.3,7,HEAVY,ROUTE-PRIMARY
REQ01016,2.1,6,2.1,6,MODERATE,ROUTE-PRIMARY
REQ01017,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01018,2.4,7,2.4,7,HEAVY,ROUTE-PRIMARY
REQ01019,3.5,12,3.5,12,NORMAL,ROUTE-PRIMARY
REQ01020,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01021,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01022,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ01023,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ01024,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01025,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ01026,3,8,3,8,MODERATE,ROUTE-PRIMARY
REQ01027,0.2,2,0.2,1,NORMAL,ROUTE-PRIMARY
REQ01028,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ01029,2.9,7,2.9,7,NORMAL,ROUTE-PRIMARY
REQ01030,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01031,3.3,9,3.3,9,MODERATE,ROUTE-PRIMARY
REQ01032,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01033,0.7,2,0.7,2,HEAVY,ROUTE-PRIMARY
REQ01034,2.7,9,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01035,3,9,3,9,MODERATE,ROUTE-PRIMARY
REQ01036,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ01037,5.9,17,5.9,17,NORMAL,ROUTE-PRIMARY
REQ01038,2.1,8,2.1,8,MODERATE,ROUTE-PRIMARY
REQ01039,2.6,9,2.6,9,NORMAL,ROUTE-PRIMARY
REQ01040,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01041,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01042,3.2,9,3.2,9,HEAVY,ROUTE-PRIMARY
REQ01043,2.2,5,2.2,5,MODERATE,ROUTE-PRIMARY
REQ01044,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ01045,1.6,5,1.6,5,MODERATE,ROUTE-PRIMARY
REQ01046,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ01047,3.4,8,3.4,8,NORMAL,ROUTE-PRIMARY
REQ01048,2.6,9,2.6,9,HEAVY,ROUTE-PRIMARY
REQ01049,6.4,9,6.4,9,NORMAL,ROUTE-PRIMARY
REQ01050,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01051,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ01052,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01053,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ01054,1.1,4,1.1,4,HEAVY,ROUTE-PRIMARY
REQ01055,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01056,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ01057,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01058,1.5,5,1.5,5,MODERATE,ROUTE-PRIMARY
REQ01059,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01060,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01061,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ01062,3.8,11,3.8,11,NORMAL,ROUTE-PRIMARY
REQ01063,0.7,3,0.7,3,HEAVY,ROUTE-PRIMARY
REQ01064,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01065,1,4,1,3,NORMAL,ROUTE-PRIMARY
REQ01066,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ01067,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ01068,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ01069,5,11,5,11,NORMAL,ROUTE-PRIMARY
REQ01070,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ01071,0.5,2,0.5,1,NORMAL,ROUTE-PRIMARY
REQ01072,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ01073,2.9,7,2.9,6,MODERATE,ROUTE-PRIMARY
REQ01074,1.1,4,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01075,1.8,6,1.8,6,HEAVY,ROUTE-PRIMARY
REQ01076,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01077,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01078,1,3,1,3,HEAVY,ROUTE-PRIMARY
REQ01079,18.1,35,18.1,35,NORMAL,ROUTE-PRIMARY
REQ01080,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ01081,1.2,4,1.2,4,HEAVY,ROUTE-PRIMARY
REQ01082,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ01083,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ01084,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ01085,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01086,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ01087,0.8,3,0.8,3,HEAVY,ROUTE-PRIMARY
REQ01088,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ01089,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01090,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01091,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ01092,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ01093,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ01094,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01095,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ01096,3,9,3,9,HEAVY,ROUTE-PRIMARY
REQ01097,1.3,3,1.3,3,MODERATE,ROUTE-PRIMARY
REQ01098,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ01099,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01100,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ01101,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ01102,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ01103,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ01104,2.2,7,2.2,7,MODERATE,ROUTE-PRIMARY
REQ01105,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ01106,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ01107,2.4,9,2.4,8,NORMAL,ROUTE-PRIMARY
REQ01108,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ01109,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ01110,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ01111,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ01112,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01113,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ01114,2.6,6,2.6,6,HEAVY,ROUTE-PRIMARY
REQ01115,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ01116,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ01117,0.7,2,0.7,1,NORMAL,ROUTE-PRIMARY
REQ01118,3.1,10,3.1,10,NORMAL,ROUTE-PRIMARY
REQ01119,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ01120,3.4,11,3.4,10,NORMAL,ROUTE-PRIMARY
REQ01121,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ01122,1.2,3,1.2,2,NORMAL,ROUTE-PRIMARY
REQ01123,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ01124,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ01125,3.2,8,3.2,8,NORMAL,ROUTE-PRIMARY
REQ01126,4.4,13,4.4,13,NORMAL,ROUTE-PRIMARY
REQ01127,2.6,10,2.6,10,MODERATE,ROUTE-PRIMARY
REQ01128,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ01129,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ01130,1.8,7,1.8,7,MODERATE,ROUTE-PRIMARY
REQ01131,2.4,6,2.4,6,MODERATE,ROUTE-PRIMARY
REQ01132,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ01133,3.4,7,3.4,7,MODERATE,ROUTE-PRIMARY
REQ01134,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ01135,2.7,5,2.7,5,NORMAL,ROUTE-PRIMARY
REQ01136,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ01137,1.8,6,1.8,6,MODERATE,ROUTE-PRIMARY
REQ01138,3.1,9,3.1,9,NORMAL,ROUTE-PRIMARY
REQ01139,2.6,7,2.6,6,MODERATE,ROUTE-PRIMARY
REQ01140,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
