emergency_id,first_ambulance_id,first_response,attempts_needed,final_ambulance_id,final_status,recovery_time_sec
REQ00738,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00739,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ00740,AMB0113,TIMEOUT,2,AMB0114,ACCEPTED,15
REQ00741,AMB0055,REJECTED,2,AMB0053,ACCEPTED,15
REQ00742,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00743,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00744,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00745,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00746,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00747,AMB0039,REJECTED,2,AMB0037,ACCEPTED,15
REQ00748,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00749,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00750,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ00751,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00752,AMB0084,TIMEOUT,3,AMB0084,ACCEPTED,30
REQ00753,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ00754,AMB0102,ACCEPTED,1,AMB0102,ACCEPTED,0
REQ00755,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00756,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00757,AMB0031,REJECTED,2,AMB0030,ACCEPTED,15
REQ00758,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ00759,AMB0033,REJECTED,2,AMB0033,ACCEPTED,15
REQ00760,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ00761,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00762,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00763,AMB0107,ACCEPTED,1,AMB0107,ACCEPTED,0
REQ00764,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ00765,AMB0036,REJECTED,3,AMB0033,ACCEPTED,30
REQ00766,AMB0060,ACCEPTED,1,AMB0060,ACCEPTED,0
REQ00767,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00768,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00769,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00770,AMB0011,TIMEOUT,2,AMB0008,ACCEPTED,15
REQ00771,AMB0128,REJECTED,2,AMB0126,ACCEPTED,15
REQ00772,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00773,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00774,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00775,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00776,AMB0026,TIMEOUT,2,AMB0028,ACCEPTED,15
REQ00777,AMB0018,REJECTED,3,AMB0017,ACCEPTED,30
REQ00778,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00779,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00780,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00781,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00782,AMB0019,TIMEOUT,2,AMB0019,ACCEPTED,15
REQ00783,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00784,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00785,AMB0076,ACCEPTED,1,AMB0076,ACCEPTED,0
REQ00786,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00787,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00788,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ00789,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00790,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00791,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00792,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00793,AMB0057,ACCEPTED,1,AMB0057,ACCEPTED,0
REQ00794,AMB0010,TIMEOUT,3,AMB0008,ACCEPTED,30
REQ00795,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00796,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00797,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00798,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00799,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00800,AMB0049,TIMEOUT,2,AMB0049,ACCEPTED,15
REQ00801,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00802,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00803,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00804,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ00805,AMB0015,ACCEPTED,1,AMB0015,ACCEPTED,0
REQ00806,AMB0072,TIMEOUT,3,AMB0072,ACCEPTED,30
REQ00807,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00808,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00809,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ00810,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00811,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00812,AMB0023,TIMEOUT,2,AMB0023,ACCEPTED,15
REQ00813,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00814,AMB0048,ACCEPTED,1,AMB0048,ACCEPTED,0
REQ00815,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00816,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ00817,AMB0070,REJECTED,2,AMB0070,ACCEPTED,15
REQ00818,AMB0042,TIMEOUT,2,AMB0042,ACCEPTED,15
REQ00819,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00820,AMB0080,ACCEPTED,1,AMB0080,ACCEPTED,0
REQ00821,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00822,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00823,AMB0110,REJECTED,3,AMB0109,ACCEPTED,30
REQ00824,AMB0091,TIMEOUT,2,AMB0092,ACCEPTED,15
REQ00825,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00826,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00827,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00828,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00829,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00830,AMB0125,ACCEPTED,1,AMB0125,ACCEPTED,0
REQ00831,AMB0117,ACCEPTED,1,AMB0117,ACCEPTED,0
REQ00832,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00833,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00834,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ00835,AMB0026,REJECTED,2,AMB0026,ACCEPTED,15
REQ00836,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00837,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ00838,AMB0096,ACCEPTED,1,AMB0096,ACCEPTED,0
REQ00839,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00840,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00841,AMB0049,REJECTED,2,AMB0051,ACCEPTED,15
REQ00842,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ00843,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00844,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ00845,AMB0032,ACCEPTED,1,AMB0032,ACCEPTED,0
REQ00846,AMB0064,TIMEOUT,2,AMB0065,ACCEPTED,15
REQ00847,AMB0042,REJECTED,2,AMB0041,ACCEPTED,15
REQ00848,AMB0098,ACCEPTED,1,AMB0098,ACCEPTED,0
REQ00849,AMB0062,ACCEPTED,1,AMB0062,ACCEPTED,0
REQ00850,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00851,AMB0020,ACCEPTED,1,AMB0020,ACCEPTED,0
REQ00852,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00853,AMB0104,REJECTED,2,AMB0107,ACCEPTED,15
REQ00854,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ00855,AMB0013,ACCEPTED,1,AMB0013,ACCEPTED,0
REQ00856,AMB0024,ACCEPTED,1,AMB0024,ACCEPTED,0
REQ00857,AMB0060,ACCEPTED,1,AMB0060,ACCEPTED,0
REQ00858,AMB0117,ACCEPTED,1,AMB0117,ACCEPTED,0
REQ00859,AMB0074,REJECTED,2,AMB0075,ACCEPTED,15
REQ00860,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00861,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00862,AMB0019,ACCEPTED,1,AMB0019,ACCEPTED,0
REQ00863,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00864,AMB0016,ACCEPTED,1,AMB0016,ACCEPTED,0
REQ00865,AMB0031,REJECTED,3,AMB0030,ACCEPTED,30
REQ00866,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ00867,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00868,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00869,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ00870,AMB0024,TIMEOUT,2,AMB0023,ACCEPTED,15
REQ00871,AMB0069,REJECTED,2,AMB0094,ACCEPTED,15
REQ00872,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ00873,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00874,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00875,AMB0039,REJECTED,2,AMB0038,ACCEPTED,15
REQ00876,AMB0074,TIMEOUT,2,AMB0085,ACCEPTED,15
REQ00877,AMB0107,REJECTED,2,AMB0107,ACCEPTED,15
REQ00878,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00879,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00880,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00881,AMB0088,ACCEPTED,1,AMB0088,ACCEPTED,0
REQ00882,AMB0079,TIMEOUT,2,AMB0078,ACCEPTED,15
REQ00883,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00884,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00885,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00886,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ00887,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00888,AMB0055,TIMEOUT,2,AMB0053,ACCEPTED,15
REQ00889,AMB0081,ACCEPTED,1,AMB0081,ACCEPTED,0
REQ00890,AMB0107,ACCEPTED,1,AMB0107,ACCEPTED,0
REQ00891,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00892,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00893,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ00894,AMB0113,TIMEOUT,3,AMB0115,ACCEPTED,30
REQ00895,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00896,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ00897,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00898,AMB0022,ACCEPTED,1,AMB0022,ACCEPTED,0
REQ00899,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00900,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00901,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00902,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ00903,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00904,AMB0008,ACCEPTED,1,AMB0008,ACCEPTED,0
REQ00905,AMB0044,ACCEPTED,1,AMB0044,ACCEPTED,0
REQ00906,AMB0104,TIMEOUT,2,AMB0102,ACCEPTED,15
REQ00907,AMB0081,ACCEPTED,1,AMB0081,ACCEPTED,0
REQ00908,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00909,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00910,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00911,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00912,AMB0026,TIMEOUT,2,AMB0029,ACCEPTED,15
REQ00913,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ00914,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00915,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00916,AMB0050,ACCEPTED,1,AMB0050,ACCEPTED,0
REQ00917,AMB0031,REJECTED,2,AMB0030,ACCEPTED,15
REQ00918,AMB0031,TIMEOUT,2,AMB0032,ACCEPTED,15
REQ00919,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ00920,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00921,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00922,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ00923,AMB0120,REJECTED,3,AMB0124,ACCEPTED,30
REQ00924,AMB0021,TIMEOUT,2,AMB0034,ACCEPTED,15
REQ00925,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00926,AMB0039,ACCEPTED,1,AMB0039,ACCEPTED,0
REQ00927,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ00928,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00929,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ00930,AMB0014,ACCEPTED,1,AMB0014,ACCEPTED,0
REQ00931,AMB0125,ACCEPTED,1,AMB0125,ACCEPTED,0
REQ00932,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00933,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00934,AMB0087,ACCEPTED,1,AMB0087,ACCEPTED,0
REQ00935,AMB0024,REJECTED,2,AMB0023,ACCEPTED,15
REQ00936,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00937,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ00938,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00939,AMB0056,ACCEPTED,1,AMB0056,ACCEPTED,0
REQ00940,AMB0019,TIMEOUT,2,AMB0019,ACCEPTED,15
REQ00941,AMB0092,REJECTED,2,AMB0087,ACCEPTED,15
REQ00942,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ00943,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00944,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00945,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ00946,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ00947,AMB0054,REJECTED,2,AMB0076,ACCEPTED,15
REQ00948,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ00949,AMB0030,ACCEPTED,1,AMB0030,ACCEPTED,0
REQ00950,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00951,AMB0005,ACCEPTED,1,AMB0005,ACCEPTED,0
REQ00952,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ00953,AMB0027,REJECTED,2,AMB0027,ACCEPTED,15
REQ00954,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ00955,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ00956,AMB0007,ACCEPTED,1,AMB0007,ACCEPTED,0
REQ00957,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00958,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ00959,AMB0131,REJECTED,2,AMB0130,ACCEPTED,15
REQ00960,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ00961,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00962,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00963,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ00964,AMB0011,TIMEOUT,2,AMB0012,ACCEPTED,15
REQ00965,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ00966,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ00967,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ00968,AMB0043,ACCEPTED,1,AMB0043,ACCEPTED,0
REQ00969,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00970,AMB0084,TIMEOUT,2,AMB0101,ACCEPTED,15
REQ00971,AMB0049,REJECTED,2,AMB0049,ACCEPTED,15
REQ00972,AMB0113,ACCEPTED,1,AMB0113,ACCEPTED,0
REQ00973,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ00974,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ00975,AMB0089,ACCEPTED,1,AMB0089,ACCEPTED,0
REQ00976,AMB0079,TIMEOUT,2,AMB0080,ACCEPTED,15
REQ00977,AMB0049,REJECTED,2,AMB0042,ACCEPTED,15
REQ00978,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ00979,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ00980,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ00981,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ00982,AMB0074,TIMEOUT,2,AMB0074,ACCEPTED,15
REQ00983,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ00984,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00985,AMB0110,ACCEPTED,1,AMB0110,ACCEPTED,0
REQ00986,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ00987,AMB0039,REJECTED,2,AMB0038,ACCEPTED,15
REQ00988,AMB0122,TIMEOUT,2,AMB0120,ACCEPTED,15
REQ00989,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ00990,AMB0091,ACCEPTED,1,AMB0091,ACCEPTED,0
REQ00991,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ00992,AMB0046,ACCEPTED,1,AMB0046,ACCEPTED,0
REQ00993,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ00994,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ00995,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ00996,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ00997,AMB0113,ACCEPTED,1,AMB0113,ACCEPTED,0
REQ00998,AMB0059,ACCEPTED,1,AMB0059,ACCEPTED,0
REQ00999,AMB0054,ACCEPTED,1,AMB0054,ACCEPTED,0
REQ01000,AMB0128,TIMEOUT,2,AMB0107,ACCEPTED,15
REQ01001,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01002,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01003,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01004,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01005,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01006,AMB0055,TIMEOUT,2,AMB0038,ACCEPTED,15
REQ01007,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01008,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01009,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01010,AMB0072,ACCEPTED,1,AMB0072,ACCEPTED,0
REQ01011,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01012,AMB0009,TIMEOUT,2,AMB0021,ACCEPTED,15
REQ01013,AMB0036,ACCEPTED,1,AMB0036,ACCEPTED,0
REQ01014,AMB0131,ACCEPTED,1,AMB0131,ACCEPTED,0
REQ01015,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01016,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01017,AMB0065,ACCEPTED,1,AMB0065,ACCEPTED,0
REQ01018,AMB0112,TIMEOUT,2,AMB0110,ACCEPTED,15
REQ01019,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01020,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ01021,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01022,AMB0064,ACCEPTED,1,AMB0064,ACCEPTED,0
REQ01023,AMB0108,ACCEPTED,1,AMB0108,ACCEPTED,0
REQ01024,AMB0064,TIMEOUT,2,AMB0067,ACCEPTED,15
REQ01025,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01026,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ01027,AMB0092,ACCEPTED,1,AMB0092,ACCEPTED,0
REQ01028,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01029,AMB0003,REJECTED,2,AMB0013,ACCEPTED,15
REQ01030,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01031,AMB0011,ACCEPTED,1,AMB0011,ACCEPTED,0
REQ01032,AMB0026,ACCEPTED,1,AMB0026,ACCEPTED,0
REQ01033,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01034,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01035,AMB0055,REJECTED,3,AMB0033,ACCEPTED,30
REQ01036,AMB0021,ACCEPTED,1,AMB0021,ACCEPTED,0
REQ01037,AMB0125,ACCEPTED,1,AMB0125,ACCEPTED,0
REQ01038,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01039,AMB0096,ACCEPTED,1,AMB0096,ACCEPTED,0
REQ01040,AMB0066,ACCEPTED,1,AMB0066,ACCEPTED,0
REQ01041,AMB0046,REJECTED,2,AMB0047,ACCEPTED,15
REQ01042,AMB0086,ACCEPTED,1,AMB0086,ACCEPTED,0
REQ01043,AMB0113,ACCEPTED,1,AMB0113,ACCEPTED,0
REQ01044,AMB0123,ACCEPTED,1,AMB0123,ACCEPTED,0
REQ01045,AMB0103,ACCEPTED,1,AMB0103,ACCEPTED,0
REQ01046,AMB0001,ACCEPTED,1,AMB0001,ACCEPTED,0
REQ01047,AMB0084,REJECTED,2,AMB0100,ACCEPTED,15
REQ01048,AMB0112,ACCEPTED,1,AMB0112,ACCEPTED,0
REQ01049,AMB0083,ACCEPTED,1,AMB0083,ACCEPTED,0
REQ01050,AMB0027,ACCEPTED,1,AMB0027,ACCEPTED,0
REQ01051,AMB0059,ACCEPTED,1,AMB0059,ACCEPTED,0
REQ01052,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01053,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01054,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01055,AMB0095,ACCEPTED,1,AMB0095,ACCEPTED,0
REQ01056,AMB0009,ACCEPTED,1,AMB0009,ACCEPTED,0
REQ01057,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01058,AMB0031,TIMEOUT,3,AMB0031,ACCEPTED,30
REQ01059,AMB0110,REJECTED,2,AMB0109,ACCEPTED,15
REQ01060,AMB0097,ACCEPTED,1,AMB0097,ACCEPTED,0
REQ01061,AMB0049,ACCEPTED,1,AMB0049,ACCEPTED,0
REQ01062,AMB0042,ACCEPTED,1,AMB0042,ACCEPTED,0
REQ01063,AMB0060,ACCEPTED,1,AMB0060,ACCEPTED,0
REQ01064,AMB0037,TIMEOUT,3,AMB0038,ACCEPTED,30
REQ01065,AMB0056,REJECTED,3,AMB0058,ACCEPTED,30
REQ01066,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01067,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01068,AMB0041,ACCEPTED,1,AMB0041,ACCEPTED,0
REQ01069,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01070,AMB0109,ACCEPTED,1,AMB0109,ACCEPTED,0
REQ01071,AMB0068,REJECTED,2,AMB0068,ACCEPTED,15
REQ01072,AMB0031,ACCEPTED,1,AMB0031,ACCEPTED,0
REQ01073,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01074,AMB0074,ACCEPTED,1,AMB0074,ACCEPTED,0
REQ01075,AMB0036,REJECTED,2,AMB0036,ACCEPTED,15
REQ01076,AMB0068,ACCEPTED,1,AMB0068,ACCEPTED,0
REQ01077,AMB0055,REJECTED,2,AMB0057,ACCEPTED,15
REQ01078,AMB0053,ACCEPTED,1,AMB0053,ACCEPTED,0
REQ01079,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01080,AMB0128,ACCEPTED,1,AMB0128,ACCEPTED,0
REQ01081,AMB0030,REJECTED,4,AMB0066,ACCEPTED,45
REQ01082,AMB0053,TIMEOUT,2,AMB0053,ACCEPTED,15
REQ01083,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01084,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01085,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01086,AMB0071,ACCEPTED,1,AMB0071,ACCEPTED,0
REQ01087,AMB0122,ACCEPTED,1,AMB0122,ACCEPTED,0
REQ01088,AMB0096,ACCEPTED,1,AMB0096,ACCEPTED,0
REQ01089,AMB0055,ACCEPTED,1,AMB0055,ACCEPTED,0
REQ01090,AMB0120,ACCEPTED,1,AMB0120,ACCEPTED,0
REQ01091,AMB0127,ACCEPTED,1,AMB0127,ACCEPTED,0
REQ01092,AMB0003,ACCEPTED,1,AMB0003,ACCEPTED,0
REQ01093,AMB0079,ACCEPTED,1,AMB0079,ACCEPTED,0
REQ01094,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ01095,AMB0104,ACCEPTED,1,AMB0104,ACCEPTED,0
REQ01096,AMB0069,ACCEPTED,1,AMB0069,ACCEPTED,0
REQ01097,AMB0023,ACCEPTED,1,AMB0023,ACCEPTED,0
REQ01098,AMB0037,ACCEPTED,1,AMB0037,ACCEPTED,0
REQ01099,AMB0084,REJECTED,2,AMB0087,ACCEPTED,15
REQ01100,AMB0123,TIMEOUT,2,AMB0123,ACCEPTED,15
REQ01101,AMB0118,ACCEPTED,1,AMB0118,ACCEPTED,0
REQ01102,AMB0084,ACCEPTED,1,AMB0084,ACCEPTED,0
REQ01103,AMB0033,ACCEPTED,1,AMB0033,ACCEPTED,0
REQ01104,AMB0018,ACCEPTED,1,AMB0018,ACCEPTED,0
REQ01105,AMB0059,REJECTED,2,AMB0061,ACCEPTED,15
REQ01106,AMB0033,TIMEOUT,2,AMB0035,ACCEPTED,15
