emergency_id,baseline_ambulance_id,baseline_eta,baseline_distance,uk_ambulance_id,uk_eta,uk_distance,uk_score,traffic
REQ00699,AMB0100,5,1.58,AMB0099,4,1.4,0.232,NORMAL
REQ00700,AMB0127,7,2.48,AMB0096,7,2.4,0.417,NORMAL
REQ00701,AMB0130,7,2.06,AMB0131,6,1.7,0.178,MODERATE
REQ00702,AMB0016,5,1.92,AMB0016,5,1.9,0.289,MODERATE
REQ00703,AMB0024,7,2.35,AMB0023,6,2.1,0.524,NORMAL
REQ00704,AMB0120,5,1.39,AMB0120,5,1.4,0.11,NORMAL
REQ00705,AMB0016,2,1.28,AMB0014,2,0.9,0.172,NORMAL
REQ00706,AMB0089,9,2.59,AMB0088,9,2.8,0.308,NORMAL
REQ00707,AMB0015,15,5.39,AMB0003,10,3.8,0.63,NORMAL
REQ00708,AMB0056,4,1.07,AMB0056,4,1.1,0.286,NORMAL
REQ00709,AMB0071,4,1.14,AMB0071,4,1.1,0.292,NORMAL
REQ00710,AMB0025,25,8.52,AMB0033,10,2.7,0.454,MODERATE
REQ00711,AMB0089,17,7.56,AMB0088,4,1,0.21,NORMAL
REQ00712,AMB0125,10,3.69,AMB0125,10,3.7,0.528,HEAVY
REQ00713,AMB0110,8,2.73,AMB0110,8,2.7,0.457,MODERATE
REQ00714,AMB0050,2,0.65,AMB0050,2,0.7,0.206,NORMAL
REQ00715,AMB0050,6,2.07,AMB0038,4,1.3,0.282,NORMAL
REQ00716,AMB0057,14,4.35,AMB0033,7,2.1,0.428,NORMAL
REQ00717,AMB0076,9,2.82,AMB0053,6,2.2,0.583,NORMAL
REQ00718,AMB0080,26,14.62,AMB0081,12,7.1,0.278,HEAVY
REQ00719,AMB0048,7,2.15,AMB0048,7,2.2,0.554,NORMAL
REQ00720,AMB0036,5,1.42,AMB0036,5,1.4,0.233,MODERATE
REQ00721,AMB0093,3,1.06,AMB0093,3,1.1,0.184,NORMAL
REQ00722,AMB0115,5,1.4,AMB0115,5,1.4,0.181,NORMAL
REQ00723,AMB0063,6,1.92,AMB0065,6,1.8,0.405,NORMAL
REQ00724,AMB0044,2,0.38,AMB0044,1,0.4,0.125,NORMAL
REQ00725,AMB0050,2,0.54,AMB0050,2,0.5,0.181,MODERATE
REQ00726,AMB0118,14,4.59,AMB0118,14,4.6,0.458,NORMAL
REQ00727,AMB0118,8,2.92,AMB0118,8,2.9,0.523,NORMAL
REQ00728,AMB0055,7,2.25,AMB0055,7,2.3,0.493,NORMAL
REQ00729,AMB0118,7,2.53,AMB0118,7,2.5,0.445,NORMAL
REQ00730,AMB0037,2,0.28,AMB0037,1,0.3,0.116,NORMAL
REQ00731,AMB0018,7,2.06,AMB0018,7,2.1,0.523,NORMAL
REQ00732,AMB0073,4,1.62,AMB0072,3,1.4,0.323,MODERATE
REQ00733,AMB0029,6,1.55,AMB0027,6,1.5,0.259,NORMAL
REQ00734,AMB0012,9,2.54,AMB0011,9,2.3,0.444,MODERATE
REQ00735,AMB0048,4,1.54,AMB0049,3,1.3,0.286,MODERATE
REQ00736,AMB0129,9,2.27,AMB0131,8,2.1,0.351,HEAVY
REQ00737,AMB0100,2,0.49,AMB0100,2,0.5,0.136,MODERATE
REQ00738,AMB0034,10,3.53,AMB0036,10,3.5,0.587,NORMAL
REQ00739,AMB0086,7,2.41,AMB0084,6,2.1,0.534,NORMAL
REQ00740,AMB0113,5,2.33,AMB0113,5,2.3,0.388,MODERATE
REQ00741,AMB0055,2,0.71,AMB0055,2,0.7,0.242,NORMAL
REQ00742,AMB0068,16,5.98,AMB0064,10,3.7,0.622,HEAVY
REQ00743,AMB0131,7,3.66,AMB0131,7,3.7,0.357,NORMAL
REQ00744,AMB0088,3,1.22,AMB0088,3,1.2,0.212,MODERATE
REQ00745,AMB0074,5,1.82,AMB0074,5,1.8,0.272,NORMAL
REQ00746,AMB0025,7,2.24,AMB0023,7,2.2,0.489,MODERATE
REQ00747,AMB0039,2,0.33,AMB0039,1,0.3,0.134,NORMAL
REQ00748,AMB0066,9,2.79,AMB0064,8,2.8,0.674,NORMAL
REQ00749,AMB0032,5,1.39,AMB0031,4,1.2,0.347,MODERATE
REQ00750,AMB0061,3,1.07,AMB0062,3,1,0.316,NORMAL
REQ00751,AMB0055,2,0.62,AMB0055,2,0.6,0.222,NORMAL
REQ00752,AMB0086,6,1.98,AMB0084,5,1.7,0.367,NORMAL
REQ00753,AMB0061,4,1.38,AMB0068,3,1.4,0.385,NORMAL
REQ00754,AMB0102,7,2.76,AMB0102,7,2.8,0.378,NORMAL
REQ00755,AMB0104,8,3.04,AMB0104,8,3,0.526,NORMAL
REQ00756,AMB0038,7,2.55,AMB0037,6,2.1,0.648,NORMAL
REQ00757,AMB0031,2,0.39,AMB0031,1,0.4,0.149,MODERATE
REQ00758,AMB0107,16,5.98,AMB0104,8,3.2,0.544,NORMAL
REQ00759,AMB0035,2,0.75,AMB0033,2,0.6,0.218,MODERATE
REQ00760,AMB0034,4,1.43,AMB0036,4,1.4,0.327,HEAVY
REQ00761,AMB0127,8,2.27,AMB0127,8,2.3,0.45,NORMAL
REQ00762,AMB0077,3,1.26,AMB0079,2,0.9,0.174,MODERATE
REQ00763,AMB0107,2,0.35,AMB0107,1,0.4,0.121,NORMAL
REQ00764,AMB0020,3,1.04,AMB0020,3,1,0.14,NORMAL
REQ00765,AMB0034,4,1.52,AMB0036,4,1.5,0.325,NORMAL
REQ00766,AMB0060,3,0.88,AMB0060,3,0.9,0.301,NORMAL
REQ00767,AMB0007,6,2.72,AMB0007,6,2.7,0.396,MODERATE
REQ00768,AMB0055,3,0.72,AMB0055,3,0.7,0.218,MODERATE
REQ00769,AMB0015,8,2.89,AMB0015,8,2.9,0.486,NORMAL
REQ00770,AMB0010,12,4.96,AMB0011,7,2.8,0.456,NORMAL
REQ00771,AMB0128,2,0.46,AMB0128,2,0.5,0.127,MODERATE
REQ00772,AMB0011,5,1.86,AMB0011,4,1.9,0.242,HEAVY
REQ00773,AMB0060,7,2.16,AMB0069,4,1.4,0.35,NORMAL
REQ00774,AMB0063,6,1.8,AMB0065,6,1.7,0.336,NORMAL
REQ00775,AMB0047,7,1.93,AMB0046,6,1.6,0.172,NORMAL
REQ00776,AMB0032,8,2.4,AMB0026,4,1.1,0.25,MODERATE
REQ00777,AMB0018,2,0.66,AMB0018,2,0.7,0.216,MODERATE
REQ00778,AMB0126,5,1.76,AMB0127,4,1.4,0.229,NORMAL
REQ00779,AMB0123,13,4.9,AMB0120,11,3.6,0.574,NORMAL
REQ00780,AMB0131,10,3.45,AMB0131,10,3.5,0.384,NORMAL
REQ00781,AMB0131,9,3.32,AMB0131,9,3.3,0.366,HEAVY
REQ00782,AMB0017,10,2.79,AMB0019,9,2.6,0.516,NORMAL
REQ00783,AMB0092,4,1.36,AMB0092,4,1.4,0.199,MODERATE
REQ00784,AMB0038,4,1.55,AMB0037,3,1.1,0.277,NORMAL
REQ00785,AMB0076,2,0.52,AMB0076,2,0.5,0.2,MODERATE
REQ00786,AMB0047,11,2.83,AMB0046,10,2.6,0.317,NORMAL
REQ00787,AMB0125,16,6.82,AMB0120,10,4.7,0.45,NORMAL
REQ00788,AMB0067,8,2.09,AMB0068,8,2.1,0.548,NORMAL
REQ00789,AMB0001,10,3.74,AMB0001,10,3.7,0.445,MODERATE
REQ00790,AMB0004,19,9.47,AMB0015,10,5.1,0.435,NORMAL
REQ00791,AMB0077,26,16.04,AMB0079,25,15.5,0.612,NORMAL
REQ00792,AMB0098,16,6.27,AMB0103,9,2.7,0.52,MODERATE
REQ00793,AMB0058,6,1.69,AMB0057,5,1.6,0.31,NORMAL
REQ00794,AMB0010,2,0.89,AMB0010,2,0.9,0.19,NORMAL
REQ00795,AMB0060,11,3.65,AMB0069,8,2.8,0.602,NORMAL
REQ00796,AMB0018,3,0.8,AMB0018,3,0.8,0.241,HEAVY
REQ00797,AMB0002,8,2.3,AMB0001,5,1.6,0.211,NORMAL
REQ00798,AMB0019,5,1.53,AMB0018,5,1.5,0.503,NORMAL
REQ00799,AMB0103,5,1.55,AMB0103,5,1.6,0.293,NORMAL
REQ00800,AMB0051,4,1.11,AMB0049,3,1.1,0.281,NORMAL
REQ00801,AMB0016,4,2.32,AMB0014,4,1.9,0.27,MODERATE
REQ00802,AMB0127,13,3.75,AMB0127,13,3.8,0.532,NORMAL
REQ00803,AMB0055,7,2.23,AMB0055,7,2.2,0.429,NORMAL
REQ00804,AMB0008,17,6.19,AMB0020,9,3.3,0.481,MODERATE
REQ00805,AMB0016,20,5.93,AMB0015,8,2.9,0.479,HEAVY
REQ00806,AMB0073,4,1.26,AMB0072,3,1,0.282,MODERATE
REQ00807,AMB0014,9,2.6,AMB0014,9,2.6,0.702,NORMAL
REQ00808,AMB0055,4,1.19,AMB0055,4,1.2,0.205,HEAVY
REQ00809,AMB0062,2,0.76,AMB0062,2,0.8,0.301,MODERATE
REQ00810,AMB0075,18,7.51,AMB0088,10,3.8,0.326,MODERATE
REQ00811,AMB0025,5,1.46,AMB0023,4,1.4,0.31,NORMAL
REQ00812,AMB0024,5,2.02,AMB0023,4,1.7,0.424,NORMAL
REQ00813,AMB0038,5,1.88,AMB0050,3,0.9,0.229,NORMAL
REQ00814,AMB0048,4,1.29,AMB0048,4,1.3,0.328,NORMAL
REQ00815,AMB0012,9,2.74,AMB0011,9,3,0.453,NORMAL
REQ00816,AMB0095,20,7.87,AMB0097,6,1.9,0.25,MODERATE
REQ00817,AMB0073,5,1.58,AMB0070,5,1.4,0.302,NORMAL
REQ00818,AMB0040,13,4.3,AMB0042,13,4.2,0.743,NORMAL
REQ00819,AMB0025,5,1.28,AMB0023,5,1.3,0.155,MODERATE
REQ00820,AMB0078,8,2.36,AMB0080,8,2.5,0.334,HEAVY
REQ00821,AMB0090,7,1.88,AMB0088,7,1.9,0.164,NORMAL
REQ00822,AMB0088,11,5.13,AMB0079,6,2.5,0.466,MODERATE
REQ00823,AMB0110,2,0.48,AMB0110,1,0.5,0.147,NORMAL
REQ00824,AMB0094,9,3.18,AMB0091,7,2.8,0.427,NORMAL
REQ00825,AMB0043,7,2.46,AMB0043,6,2.5,0.446,MODERATE
REQ00826,AMB0038,3,1.2,AMB0037,2,0.8,0.184,NORMAL
REQ00827,AMB0064,5,1.61,AMB0065,4,1.4,0.366,NORMAL
REQ00828,AMB0077,28,15.76,AMB0079,27,15.2,0.395,NORMAL
REQ00829,AMB0101,17,7.25,AMB0103,10,3.5,0.609,HEAVY
REQ00830,AMB0118,15,4.86,AMB0125,15,5.5,0.472,MODERATE
REQ00831,AMB0119,6,1.66,AMB0117,6,1.5,0.217,NORMAL
REQ00832,AMB0078,13,4.24,AMB0079,12,4.1,0.448,HEAVY
REQ00833,AMB0024,9,2.98,AMB0023,8,2.7,0.607,MODERATE
REQ00834,AMB0068,2,0.85,AMB0068,2,0.9,0.245,NORMAL
REQ00835,AMB0028,4,1.4,AMB0026,3,1.1,0.254,NORMAL
REQ00836,AMB0064,5,1.58,AMB0065,4,1.4,0.341,NORMAL
REQ00837,AMB0055,6,2.23,AMB0053,6,2.1,0.491,MODERATE
REQ00838,AMB0096,6,2.1,AMB0096,6,2.1,0.389,NORMAL
REQ00839,AMB0121,10,2.72,AMB0120,9,2.5,0.281,MODERATE
REQ00840,AMB0027,4,1.68,AMB0026,4,1.5,0.313,NORMAL
REQ00841,AMB0049,2,0.5,AMB0049,1,0.5,0.192,HEAVY
REQ00842,AMB0022,6,2.34,AMB0020,5,2,0.275,MODERATE
REQ00843,AMB0007,5,1.78,AMB0007,5,1.8,0.27,NORMAL
REQ00844,AMB0112,2,0.29,AMB0112,1,0.3,0.14,HEAVY
REQ00845,AMB0032,2,0.53,AMB0032,2,0.5,0.169,NORMAL
REQ00846,AMB0064,2,0.54,AMB0064,2,0.5,0.185,NORMAL
REQ00847,AMB0042,7,1.99,AMB0042,6,2,0.193,NORMAL
REQ00848,AMB0098,3,1.38,AMB0098,3,1.4,0.247,NORMAL
REQ00849,AMB0061,3,1.06,AMB0062,3,1,0.313,MODERATE
REQ00850,AMB0006,8,2.95,AMB0007,7,2.8,0.405,HEAVY
REQ00851,AMB0008,18,6.5,AMB0020,10,3.6,0.501,MODERATE
REQ00852,AMB0118,11,3.62,AMB0118,11,3.6,0.558,NORMAL
REQ00853,AMB0104,9,3.29,AMB0104,9,3.3,0.547,NORMAL
REQ00854,AMB0060,7,2,AMB0071,7,1.8,0.388,NORMAL
REQ00855,AMB0013,2,0.72,AMB0013,2,0.7,0.175,MODERATE
REQ00856,AMB0024,4,1.01,AMB0024,4,1,0.277,HEAVY
REQ00857,AMB0060,4,1.15,AMB0060,4,1.2,0.339,MODERATE
REQ00858,AMB0118,5,1.56,AMB0117,5,1.4,0.215,MODERATE
REQ00859,AMB0074,5,1.98,AMB0074,4,2,0.351,NORMAL
REQ00860,AMB0026,6,1.65,AMB0026,6,1.7,0.368,NORMAL
REQ00861,AMB0043,5,2.74,AMB0043,5,2.7,0.393,MODERATE
REQ00862,AMB0017,7,1.9,AMB0019,6,1.7,0.386,NORMAL
REQ00863,AMB0055,5,1.77,AMB0055,5,1.8,0.336,MODERATE
REQ00864,AMB0016,2,0.45,AMB0016,1,0.5,0.13,MODERATE
REQ00865,AMB0031,2,0.61,AMB0031,2,0.6,0.175,NORMAL
REQ00866,AMB0011,4,1.64,AMB0011,4,1.6,0.227,NORMAL
REQ00867,AMB0131,10,3.82,AMB0131,10,3.8,0.403,NORMAL
REQ00868,AMB0002,8,2.23,AMB0001,5,1.5,0.207,HEAVY
REQ00869,AMB0068,2,0.17,AMB0068,1,0.2,0.119,MODERATE
REQ00870,AMB0024,3,0.9,AMB0024,3,0.9,0.261,NORMAL
REQ00871,AMB0060,10,3.15,AMB0069,6,2.4,0.651,NORMAL
REQ00872,AMB0034,4,1.39,AMB0033,3,1.2,0.313,MODERATE
REQ00873,AMB0129,10,2.61,AMB0131,9,2.4,0.369,NORMAL
REQ00874,AMB0048,24,8.82,AMB0074,12,4.4,0.541,NORMAL
REQ00875,AMB0039,3,0.7,AMB0039,3,0.7,0.198,NORMAL
REQ00876,AMB0075,9,2.48,AMB0074,9,2.5,0.318,NORMAL
REQ00877,AMB0105,2,0.62,AMB0107,1,0.2,0.116,NORMAL
REQ00878,AMB0046,3,1.15,AMB0046,3,1.2,0.15,NORMAL
REQ00879,AMB0125,7,3.1,AMB0123,6,2.8,0.489,MODERATE
REQ00880,AMB0103,9,2.5,AMB0103,9,2.5,0.381,NORMAL
REQ00881,AMB0089,17,7.45,AMB0088,3,0.9,0.197,NORMAL
REQ00882,AMB0079,4,1.82,AMB0079,4,1.8,0.182,MODERATE
REQ00883,AMB0014,5,2.12,AMB0014,5,2.1,0.418,HEAVY
REQ00884,AMB0025,3,1.03,AMB0023,3,1,0.211,NORMAL
REQ00885,AMB0051,5,1.76,AMB0049,5,1.7,0.343,MODERATE
REQ00886,AMB0061,4,1.37,AMB0068,4,1.4,0.353,NORMAL
REQ00887,AMB0068,13,5.23,AMB0064,8,3,0.579,NORMAL
REQ00888,AMB0055,5,1.59,AMB0055,5,1.6,0.317,NORMAL
REQ00889,AMB0079,22,13.42,AMB0081,10,6.2,0.351,HEAVY
REQ00890,AMB0104,6,2.35,AMB0107,6,2.3,0.468,MODERATE
REQ00891,AMB0018,5,1.51,AMB0018,4,1.5,0.323,NORMAL
REQ00892,AMB0038,4,1.39,AMB0037,2,0.9,0.222,NORMAL
REQ00893,AMB0042,7,2.3,AMB0042,7,2.3,0.523,MODERATE
REQ00894,AMB0113,9,3.18,AMB0113,9,3.2,0.359,NORMAL
REQ00895,AMB0080,26,14.85,AMB0079,25,14.6,0.385,HEAVY
REQ00896,AMB0086,11,3.81,AMB0092,10,3.2,0.426,NORMAL
REQ00897,AMB0066,2,0.5,AMB0065,1,0.4,0.163,MODERATE
REQ00898,AMB0022,5,1.93,AMB0022,5,1.9,0.271,NORMAL
REQ00899,AMB0074,4,1.79,AMB0074,4,1.8,0.293,MODERATE
REQ00900,AMB0060,8,2.58,AMB0069,5,1.8,0.393,NORMAL
REQ00901,AMB0030,7,2.24,AMB0066,7,2.8,0.716,NORMAL
REQ00902,AMB0039,6,1.8,AMB0039,6,1.8,0.412,NORMAL
REQ00903,AMB0017,7,1.78,AMB0018,6,1.6,0.362,NORMAL
REQ00904,AMB0008,5,1.77,AMB0008,5,1.8,0.306,NORMAL
REQ00905,AMB0045,11,3.11,AMB0044,10,2.8,0.459,MODERATE
REQ00906,AMB0104,5,2.38,AMB0104,5,2.4,0.46,NORMAL
REQ00907,AMB0081,3,1.34,AMB0081,3,1.3,0.19,NORMAL
REQ00908,AMB0074,4,1.74,AMB0074,4,1.7,0.328,MODERATE
REQ00909,AMB0025,19,6.77,AMB0014,8,2.9,0.488,NORMAL
REQ00910,AMB0040,14,5.09,AMB0043,8,3.2,0.544,NORMAL
REQ00911,AMB0118,4,1.23,AMB0118,4,1.2,0.188,NORMAL
REQ00912,AMB0026,4,1,AMB0026,4,1,0.278,NORMAL
REQ00913,AMB0086,5,1.65,AMB0086,5,1.7,0.291,NORMAL
REQ00914,AMB0046,3,1.6,AMB0046,3,1.6,0.161,NORMAL
REQ00915,AMB0082,41,21.5,AMB0046,14,6.8,0.372,NORMAL
REQ00916,AMB0038,5,1.7,AMB0050,2,0.8,0.231,HEAVY
REQ00917,AMB0032,5,1.53,AMB0031,4,1.4,0.391,MODERATE
REQ00918,AMB0031,2,0.43,AMB0031,1,0.4,0.168,MODERATE
REQ00919,AMB0021,10,3.25,AMB0021,10,3.3,0.396,NORMAL
REQ00920,AMB0051,2,0.56,AMB0049,2,0.5,0.199,MODERATE
REQ00921,AMB0106,5,1.85,AMB0108,4,1.8,0.326,NORMAL
REQ00922,AMB0098,15,6.08,AMB0103,7,2.6,0.495,NORMAL
REQ00923,AMB0123,10,4.41,AMB0120,5,2.6,0.42,NORMAL
REQ00924,AMB0036,13,4.76,AMB0021,10,3.6,0.541,MODERATE
REQ00925,AMB0031,6,1.65,AMB0031,6,1.7,0.309,NORMAL
REQ00926,AMB0038,9,2.8,AMB0039,7,2,0.514,NORMAL
REQ00927,AMB0019,3,0.76,AMB0018,3,0.7,0.233,MODERATE
REQ00928,AMB0047,10,2.62,AMB0046,8,2.3,0.306,HEAVY
REQ00929,AMB0125,8,3.32,AMB0123,7,3.1,0.506,MODERATE
REQ00930,AMB0020,23,9.16,AMB0014,13,5.2,0.575,NORMAL
REQ00931,AMB0125,5,1.43,AMB0125,5,1.4,0.157,HEAVY
REQ00932,AMB0118,9,3.15,AMB0118,9,3.2,0.493,NORMAL
REQ00933,AMB0001,10,3.58,AMB0001,10,3.6,0.444,MODERATE
REQ00934,AMB0085,7,1.98,AMB0087,6,1.8,0.167,NORMAL
REQ00935,AMB0024,6,1.67,AMB0024,6,1.7,0.352,NORMAL
REQ00936,AMB0066,4,1.55,AMB0065,4,1.5,0.356,NORMAL
REQ00937,AMB0079,22,13.26,AMB0083,9,6.5,0.344,MODERATE
REQ00938,AMB0131,6,2.73,AMB0131,6,2.7,0.351,NORMAL
REQ00939,AMB0059,6,1.65,AMB0056,5,1.4,0.363,MODERATE
REQ00940,AMB0017,11,3.16,AMB0019,10,3,0.544,HEAVY
REQ00941,AMB0086,9,3.18,AMB0092,8,2.7,0.394,NORMAL
REQ00942,AMB0037,7,2.57,AMB0037,7,2.6,0.468,NORMAL
REQ00943,AMB0063,6,1.66,AMB0066,5,1.4,0.275,HEAVY
REQ00944,AMB0063,3,0.75,AMB0066,3,0.8,0.196,MODERATE
REQ00945,AMB0097,4,0.98,AMB0097,4,1,0.196,MODERATE
REQ00946,AMB0064,4,1.27,AMB0065,3,1,0.291,NORMAL
REQ00947,AMB0054,2,0.69,AMB0054,2,0.7,0.228,NORMAL
REQ00948,AMB0127,9,2.48,AMB0127,9,2.5,0.477,NORMAL
REQ00949,AMB0030,4,1.15,AMB0030,4,1.2,0.332,HEAVY
REQ00950,AMB0130,8,2.12,AMB0131,7,1.8,0.188,NORMAL
REQ00951,AMB0005,2,0.79,AMB0005,2,0.8,0.184,NORMAL
REQ00952,AMB0042,6,1.87,AMB0042,6,1.9,0.187,NORMAL
REQ00953,AMB0029,4,1.23,AMB0027,4,1.2,0.231,NORMAL
REQ00954,AMB0051,2,0.71,AMB0049,2,0.7,0.226,NORMAL
REQ00955,AMB0081,32,18.83,AMB0083,3,1.2,0.159,HEAVY
REQ00956,AMB0010,14,6.5,AMB0007,6,3,0.377,MODERATE
REQ00957,AMB0094,5,2.19,AMB0091,4,1.7,0.363,MODERATE
REQ00958,AMB0063,3,0.87,AMB0066,2,0.6,0.175,NORMAL
REQ00959,AMB0129,5,1.36,AMB0131,4,1.2,0.213,MODERATE
REQ00960,AMB0029,7,2.14,AMB0027,7,2.1,0.464,MODERATE
REQ00961,AMB0046,4,1.83,AMB0046,4,1.8,0.145,MODERATE
REQ00962,AMB0088,36,18.98,AMB0079,27,16.3,0.627,MODERATE
REQ00963,AMB0060,6,1.81,AMB0069,4,1.2,0.347,NORMAL
REQ00964,AMB0011,6,1.84,AMB0011,6,1.8,0.25,HEAVY
REQ00965,AMB0119,11,2.84,AMB0118,10,2.7,0.415,MODERATE
REQ00966,AMB0065,7,2.36,AMB0064,7,2.5,0.511,NORMAL
REQ00967,AMB0072,5,1.37,AMB0072,5,1.4,0.278,NORMAL
REQ00968,AMB0045,10,3.43,AMB0043,8,2.4,0.451,NORMAL
REQ00969,AMB0093,7,2.1,AMB0091,7,1.9,0.221,NORMAL
REQ00970,AMB0100,10,4.94,AMB0084,5,2.4,0.344,HEAVY
REQ00971,AMB0048,8,2.29,AMB0049,6,1.5,0.283,NORMAL
REQ00972,AMB0113,6,2.55,AMB0113,6,2.6,0.439,MODERATE
REQ00973,AMB0127,10,2.65,AMB0128,9,2.6,0.478,NORMAL
REQ00974,AMB0074,4,2.02,AMB0074,4,2,0.427,MODERATE
REQ00975,AMB0075,18,7.73,AMB0089,10,3.9,0.334,NORMAL
REQ00976,AMB0077,26,15.19,AMB0079,25,14.7,0.611,NORMAL
REQ00977,AMB0040,12,5.88,AMB0049,5,3,0.489,NORMAL
REQ00978,AMB0081,40,20.22,AMB0083,4,1.4,0.17,NORMAL
REQ00979,AMB0028,4,1.25,AMB0026,3,1.1,0.268,NORMAL
REQ00980,AMB0118,9,3.43,AMB0120,8,4.9,0.58,NORMAL
REQ00981,AMB0029,2,0.34,AMB0027,1,0.3,0.137,NORMAL
REQ00982,AMB0076,6,2.04,AMB0074,5,1.9,0.284,HEAVY
REQ00983,AMB0055,5,1.7,AMB0055,4,1.7,0.326,NORMAL
REQ00984,AMB0131,6,1.91,AMB0131,6,1.9,0.194,NORMAL
REQ00985,AMB0110,4,1.98,AMB0110,4,2,0.279,NORMAL
REQ00986,AMB0131,9,4.41,AMB0131,9,4.4,0.402,MODERATE
REQ00987,AMB0039,4,1.12,AMB0039,4,1.1,0.28,NORMAL
REQ00988,AMB0122,8,2.04,AMB0122,8,2,0.332,HEAVY
REQ00989,AMB0025,2,0.53,AMB0023,1,0.5,0.18,NORMAL
REQ00990,AMB0094,8,3.17,AMB0091,7,2.8,0.424,MODERATE
REQ00991,AMB0002,4,1.18,AMB0001,3,0.9,0.21,HEAVY
REQ00992,AMB0047,5,1.33,AMB0046,4,1.1,0.157,NORMAL
REQ00993,AMB0077,27,15.82,AMB0079,26,15.3,0.39,NORMAL
REQ00994,AMB0106,5,1.58,AMB0108,4,1.5,0.312,HEAVY
REQ00995,AMB0034,7,2.14,AMB0033,6,1.9,0.426,NORMAL
REQ00996,AMB0031,5,1.4,AMB0031,5,1.4,0.3,NORMAL
REQ00997,AMB0110,6,2.52,AMB0113,5,2.4,0.445,MODERATE
REQ00998,AMB0059,2,0.6,AMB0059,2,0.6,0.244,NORMAL
REQ00999,AMB0076,6,1.75,AMB0054,5,1.5,0.315,NORMAL
REQ01000,AMB0105,16,5.63,AMB0128,8,3,0.559,NORMAL
REQ01001,AMB0034,11,3.79,AMB0055,8,2.7,0.474,NORMAL
REQ01002,AMB0131,7,2.36,AMB0131,7,2.4,0.353,NORMAL
REQ01003,AMB0034,4,1.35,AMB0033,3,1.1,0.305,HEAVY
REQ01004,AMB0013,13,4.65,AMB0018,9,3,0.598,NORMAL
REQ01005,AMB0131,2,1.2,AMB0131,2,1.2,0.197,NORMAL
REQ01006,AMB0039,9,2.73,AMB0055,7,2.4,0.514,NORMAL
REQ01007,AMB0068,10,4.56,AMB0064,5,2.3,0.489,NORMAL
REQ01008,AMB0066,8,2.7,AMB0064,8,2.7,0.719,NORMAL
REQ01009,AMB0001,6,1.89,AMB0001,5,1.9,0.227,HEAVY
REQ01010,AMB0073,5,1.9,AMB0072,4,1.6,0.379,NORMAL
REQ01011,AMB0111,8,2.97,AMB0109,8,2.9,0.359,NORMAL
REQ01012,AMB0020,20,7.67,AMB0009,11,4.5,0.524,NORMAL
REQ01013,AMB0036,3,0.84,AMB0036,3,0.8,0.224,MODERATE
REQ01014,AMB0130,6,1.59,AMB0131,5,1.3,0.218,NORMAL
REQ01015,AMB0024,8,2.53,AMB0023,7,2.3,0.549,HEAVY
REQ01016,AMB0086,7,2.44,AMB0084,6,2.1,0.54,MODERATE
REQ01017,AMB0066,5,1.77,AMB0065,5,1.7,0.335,NORMAL
REQ01018,AMB0112,7,2.4,AMB0112,7,2.4,0.389,HEAVY
REQ01019,AMB0103,12,3.47,AMB0103,12,3.5,0.574,NORMAL
REQ01020,AMB0063,4,1.18,AMB0066,3,0.9,0.213,NORMAL
REQ01021,AMB0002,4,1.22,AMB0001,2,0.6,0.187,NORMAL
REQ01022,AMB0066,7,2.1,AMB0064,7,2.1,0.487,NORMAL
REQ01023,AMB0107,2,0.8,AMB0108,2,0.7,0.196,NORMAL
REQ01024,AMB0068,12,5.06,AMB0064,7,2.8,0.544,NORMAL
REQ01025,AMB0024,5,1.85,AMB0023,4,1.6,0.354,MODERATE
REQ01026,AMB0104,8,2.99,AMB0104,8,3,0.52,MODERATE
REQ01027,AMB0092,2,0.2,AMB0092,1,0.2,0.103,NORMAL
REQ01028,AMB0111,9,3.06,AMB0109,9,3,0.367,NORMAL
REQ01029,AMB0015,11,4.53,AMB0003,7,2.9,0.554,NORMAL
REQ01030,AMB0038,13,3.94,AMB0055,7,2.4,0.503,NORMAL
REQ01031,AMB0012,8,3.03,AMB0011,9,3.3,0.457,MODERATE
REQ01032,AMB0026,5,1.32,AMB0026,5,1.3,0.375,MODERATE
REQ01033,AMB0048,3,0.92,AMB0049,2,0.7,0.214,HEAVY
REQ01034,AMB0037,9,2.71,AMB0037,8,2.7,0.515,NORMAL
REQ01035,AMB0034,11,3.61,AMB0055,9,3,0.507,MODERATE
REQ01036,AMB0022,4,1.59,AMB0021,2,0.9,0.187,NORMAL
REQ01037,AMB0118,16,5.3,AMB0125,17,5.9,0.485,NORMAL
REQ01038,AMB0017,9,2.26,AMB0018,8,2.1,0.481,MODERATE
REQ01039,AMB0096,9,2.6,AMB0096,9,2.6,0.442,NORMAL
REQ01040,AMB0063,5,1.48,AMB0066,4,1.2,0.256,NORMAL
REQ01041,AMB0046,3,1.16,AMB0046,3,1.2,0.149,NORMAL
REQ01042,AMB0086,9,3.19,AMB0086,9,3.2,0.313,HEAVY
REQ01043,AMB0113,5,2.17,AMB0113,5,2.2,0.408,MODERATE
REQ01044,AMB0124,11,2.88,AMB0123,10,2.7,0.36,NORMAL
REQ01045,AMB0103,5,1.55,AMB0103,5,1.6,0.292,MODERATE
REQ01046,AMB0002,8,2.17,AMB0001,7,1.9,0.238,NORMAL
REQ01047,AMB0101,14,6.42,AMB0084,8,3.4,0.597,NORMAL
