emergency_id,emergency_type,selected_hospital_id,selected_hospital_name,candidate_count,selected_distance_km,selected_eta_min,icu_available,general_available
REQ01529,Unconscious,H017,"Gleneagles HealthCity Chennai",30,1.7,3,25,26
REQ01530,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.9,4,2,14
REQ01531,Accident,H007,"Apollo Hospitals Greams Road",22,0.6,2,4,24
REQ01532,General Medical,H001,"Rajiv Gandhi Government General Hospital",30,0.8,2,6,32
REQ01533,Trauma,H027,"MGM Healthcare",22,1,2,5,16
REQ01534,Breathing,H012,"Sundaram Medical Foundation",30,1.8,3,4,33
REQ01535,Trauma,H005,"Government Omandurar Medical College Hospital",22,0.9,2,19,5
REQ01536,Accident,H007,"Apollo Hospitals Greams Road",22,1.4,3,4,24
REQ01537,Accident,H007,"Apollo Hospitals Greams Road",22,1.7,3,4,24
REQ01538,Breathing,H004,"Government Royapettah Hospital",30,1.2,2,13,11
REQ01539,Breathing,H025,"Apollo Hospitals Tondiarpet",30,11.8,22,9,9
REQ01540,Trauma,H006,"Institute of Child Health and Hospital for Children",22,0.2,2,20,12
REQ01541,Trauma,H027,"MGM Healthcare",22,1.6,3,5,16
REQ01542,Accident,H020,"Prashanth Super Speciality Hospital",22,0.8,2,2,14
REQ01543,General Medical,H017,"Gleneagles HealthCity Chennai",30,1.4,3,25,26
REQ01544,Cardiac,H023,"ESIC Medical College and Hospital",18,0.1,2,5,32
REQ01545,Accident,H008,"Fortis Malar Hospital",22,2.4,4,4,34
REQ01546,Stroke,H021,"Hindu Mission Hospital",18,2.6,5,16,6
REQ01547,Unconscious,H004,"Government Royapettah Hospital",30,1.5,3,13,11
REQ01548,Breathing,H013,"SIMS Hospital",30,0.5,2,5,3
REQ01549,Cardiac,H021,"Hindu Mission Hospital",18,2.8,5,16,6
REQ01550,Other,H021,"Hindu Mission Hospital",30,1.6,3,16,6
REQ01551,Accident,H023,"ESIC Medical College and Hospital",22,1.1,2,5,32
REQ01552,Stroke,H029,"Adyar Cancer Institute",18,1.8,3,2,46
REQ01553,Trauma,H023,"ESIC Medical College and Hospital",22,0.6,2,5,32
REQ01554,Accident,H023,"ESIC Medical College and Hospital",22,1.6,3,5,32
REQ01555,Stroke,H014,"Vijaya Hospital",18,1.8,3,10,12
REQ01556,Accident,H007,"Apollo Hospitals Greams Road",22,1.7,3,4,24
REQ01557,Burn,H003,"Government Kilpauk Medical College Hospital",30,1.6,3,1,9
REQ01558,Breathing,H007,"Apollo Hospitals Greams Road",30,1.1,2,4,24
REQ01559,Breathing,H029,"Adyar Cancer Institute",30,1.7,3,2,46
REQ01560,General Medical,H007,"Apollo Hospitals Greams Road",30,0.3,2,4,24
REQ01561,Trauma,H030,"Government Hospital of Thoracic Medicine",22,1,2,8,23
REQ01562,Cardiac,H024,"Billroth Hospitals",18,0.6,2,4,32
REQ01563,Cardiac,H005,"Government Omandurar Medical College Hospital",18,1.2,2,19,5
REQ01564,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,6,11,18,34
REQ01565,Burn,H011,"Madras Medical Mission",30,4.6,9,5,4
REQ01566,Accident,H005,"Government Omandurar Medical College Hospital",22,0.7,2,19,5
REQ01567,Breathing,H021,"Hindu Mission Hospital",30,1.3,2,16,6
REQ01568,Unconscious,H011,"Madras Medical Mission",30,2.1,4,5,4
REQ01569,Burn,H009,"MIOT International",30,2.7,5,8,26
REQ01570,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.5,3,19,2
REQ01571,Cardiac,H021,"Hindu Mission Hospital",18,5.1,9,16,6
REQ01572,General Medical,H026,"CSI Rainy Multispeciality Hospital",30,1.6,3,8,11
REQ01573,Other,H009,"MIOT International",30,1.4,3,8,26
REQ01574,Breathing,H011,"Madras Medical Mission",30,0.7,2,5,4
REQ01575,Cardiac,H024,"Billroth Hospitals",18,1.4,3,4,32
REQ01576,Cardiac,H011,"Madras Medical Mission",18,8.4,16,5,4
REQ01577,Breathing,H002,"Government Stanley Medical College Hospital",30,1.2,2,7,39
REQ01578,Stroke,H029,"Adyar Cancer Institute",18,2.6,5,2,46
REQ01579,Accident,H020,"Prashanth Super Speciality Hospital",22,1.6,3,2,14
REQ01580,Accident,H027,"MGM Healthcare",22,1.2,2,5,16
REQ01581,Burn,H002,"Government Stanley Medical College Hospital",30,2.4,4,7,39
REQ01582,Trauma,H007,"Apollo Hospitals Greams Road",22,1.4,3,4,24
REQ01583,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,4.4,8,9,9
REQ01584,Burn,H023,"ESIC Medical College and Hospital",30,1,2,5,32
REQ01585,General Medical,H021,"Hindu Mission Hospital",30,2.1,4,16,6
REQ01586,Accident,H023,"ESIC Medical College and Hospital",22,1.1,2,5,32
REQ01587,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,1.9,4,8,11
REQ01588,Cardiac,H012,"Sundaram Medical Foundation",18,1.3,2,4,33
REQ01589,Breathing,H017,"Gleneagles HealthCity Chennai",30,0.4,2,25,26
REQ01590,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,2.1,4,18,34
REQ01591,Accident,H009,"MIOT International",22,2.5,5,8,26
REQ01592,General Medical,H029,"Adyar Cancer Institute",30,0.9,2,2,46
REQ01593,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,0.9,2,6,32
REQ01594,Breathing,H011,"Madras Medical Mission",30,7.9,15,5,4
REQ01595,Cardiac,H011,"Madras Medical Mission",18,11.2,21,5,4
REQ01596,General Medical,H029,"Adyar Cancer Institute",30,1.1,2,2,46
REQ01597,Cardiac,H021,"Hindu Mission Hospital",18,4.8,9,16,6
REQ01598,Other,H025,"Apollo Hospitals Tondiarpet",30,3.9,7,9,9
REQ01599,Cardiac,H007,"Apollo Hospitals Greams Road",18,1.4,3,4,24
REQ01600,Stroke,H012,"Sundaram Medical Foundation",18,1.5,3,4,33
REQ01601,Cardiac,H009,"MIOT International",18,4.3,8,8,26
REQ01602,Accident,H020,"Prashanth Super Speciality Hospital",22,1.8,3,2,14
REQ01603,Breathing,H018,"Chettinad Hospital and Research Institute",30,1.9,4,4,14
REQ01604,General Medical,H030,"Government Hospital of Thoracic Medicine",30,4.3,8,8,23
REQ01605,Breathing,H016,"Apollo Speciality Hospital OMR",30,3.3,6,19,2
REQ01606,Cardiac,H012,"Sundaram Medical Foundation",18,0.9,2,4,33
REQ01607,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,2.4,5,18,34
REQ01608,Accident,H030,"Government Hospital of Thoracic Medicine",22,1.5,3,8,23
REQ01609,Cardiac,H021,"Hindu Mission Hospital",18,2.2,4,16,6
REQ01610,General Medical,H018,"Chettinad Hospital and Research Institute",30,2.2,4,4,14
REQ01611,Cardiac,H009,"MIOT International",18,9.9,19,8,26
REQ01612,Stroke,H011,"Madras Medical Mission",18,2,4,5,4
REQ01613,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,4.6,9,18,34
REQ01614,Unconscious,H012,"Sundaram Medical Foundation",30,1,2,4,33
REQ01615,Accident,H026,"CSI Rainy Multispeciality Hospital",22,0.8,2,8,11
REQ01616,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,0.8,2,18,34
REQ01617,Breathing,H014,"Vijaya Hospital",30,2.3,4,10,12
REQ01618,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,5.7,11,18,34
REQ01619,Other,H011,"Madras Medical Mission",30,8.7,16,5,4
REQ01620,Accident,H009,"MIOT International",22,1.2,2,8,26
REQ01621,Breathing,H010,"Sri Ramachandra Medical Centre",30,4.6,9,1,10
REQ01622,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,8.8,16,9,9
REQ01623,Accident,H011,"Madras Medical Mission",22,6.6,12,5,4
REQ01624,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,2.2,4,9,9
REQ01625,Stroke,H016,"Apollo Speciality Hospital OMR",18,1,2,19,2
REQ01626,Accident,H021,"Hindu Mission Hospital",22,0.5,2,16,6
REQ01627,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,20.2,38,18,34
REQ01628,Accident,H030,"Government Hospital of Thoracic Medicine",22,0.8,2,8,23
REQ01629,Accident,H014,"Vijaya Hospital",22,0.9,2,10,12
REQ01630,Cardiac,H023,"ESIC Medical College and Hospital",18,1.4,3,5,32
REQ01631,Cardiac,H009,"MIOT International",18,0.5,2,8,26
REQ01632,Breathing,H006,"Institute of Child Health and Hospital for Children",30,1.6,3,20,12
REQ01633,Accident,H009,"MIOT International",22,4.3,8,8,26
REQ01634,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,2.3,4,18,34
REQ01635,Unconscious,H024,"Billroth Hospitals",30,1.2,2,4,32
REQ01636,General Medical,H023,"ESIC Medical College and Hospital",30,0.9,2,5,32
REQ01637,General Medical,H023,"ESIC Medical College and Hospital",30,0.1,2,5,32
REQ01638,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,1.5,3,6,32
REQ01639,Trauma,H005,"Government Omandurar Medical College Hospital",22,1.8,3,19,5
REQ01640,Breathing,H013,"SIMS Hospital",30,1.7,3,5,3
REQ01641,Stroke,H011,"Madras Medical Mission",18,1.2,2,5,4
REQ01642,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,2.1,4,6,32
REQ01643,Trauma,H007,"Apollo Hospitals Greams Road",22,0.7,2,4,24
REQ01644,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,1.1,2,6,32
REQ01645,Trauma,H027,"MGM Healthcare",22,2.4,5,5,16
REQ01646,Stroke,H011,"Madras Medical Mission",18,9.4,18,5,4
REQ01647,Accident,H027,"MGM Healthcare",22,5.4,10,5,16
REQ01648,Other,H018,"Chettinad Hospital and Research Institute",30,1.4,3,4,14
REQ01649,Burn,H013,"SIMS Hospital",30,0.5,2,5,3
REQ01650,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,11.1,21,8,11
REQ01651,Stroke,H024,"Billroth Hospitals",18,1,2,4,32
REQ01652,Trauma,H009,"MIOT International",22,5.7,11,8,26
REQ01653,Stroke,H016,"Apollo Speciality Hospital OMR",18,0.9,2,19,2
REQ01654,General Medical,H004,"Government Royapettah Hospital",30,0.5,2,13,11
REQ01655,Accident,H025,"Apollo Hospitals Tondiarpet",22,7.6,14,9,9
REQ01656,Burn,H006,"Institute of Child Health and Hospital for Children",30,0.3,2,20,12
REQ01657,General Medical,H012,"Sundaram Medical Foundation",30,2,4,4,33
REQ01658,General Medical,H007,"Apollo Hospitals Greams Road",30,0.3,2,4,24
REQ01659,Breathing,H002,"Government Stanley Medical College Hospital",30,1.5,3,7,39
REQ01660,Stroke,H012,"Sundaram Medical Foundation",18,1.7,3,4,33
REQ01661,Trauma,H011,"Madras Medical Mission",22,5.9,11,5,4
REQ01662,Stroke,H024,"Billroth Hospitals",18,1.2,2,4,32
REQ01663,Cardiac,H029,"Adyar Cancer Institute",18,3.5,7,2,46
REQ01664,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,1.4,3,18,34
REQ01665,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,1.3,2,18,34
REQ01666,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,3.9,7,8,11
REQ01667,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,2.3,4,6,32
REQ01668,Stroke,H029,"Adyar Cancer Institute",18,2,4,2,46
REQ01669,General Medical,H025,"Apollo Hospitals Tondiarpet",30,10.4,20,9,9
REQ01670,Trauma,H009,"MIOT International",22,1.4,3,8,26
REQ01671,Breathing,H030,"Government Hospital of Thoracic Medicine",30,2.2,4,8,23
REQ01672,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,2.4,5,8,11
REQ01673,Trauma,H026,"CSI Rainy Multispeciality Hospital",22,0.4,2,8,11
REQ01674,Trauma,H011,"Madras Medical Mission",22,2.4,4,5,4
REQ01675,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,1.2,2,18,34
REQ01676,Accident,H014,"Vijaya Hospital",22,2.2,4,10,12
REQ01677,Cardiac,H029,"Adyar Cancer Institute",18,2.8,5,2,46
REQ01678,General Medical,H007,"Apollo Hospitals Greams Road",30,2.5,5,4,24
REQ01679,Cardiac,H026,"CSI Rainy Multispeciality Hospital",18,5.6,10,8,11
REQ01680,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,1.5,3,9,9
REQ01681,General Medical,H030,"Government Hospital of Thoracic Medicine",30,1.6,3,8,23
REQ01682,Cardiac,H002,"Government Stanley Medical College Hospital",18,2.2,4,7,39
REQ01683,General Medical,H002,"Government Stanley Medical College Hospital",30,1.6,3,7,39
REQ01684,Cardiac,H011,"Madras Medical Mission",18,6.3,12,5,4
REQ01685,General Medical,H016,"Apollo Speciality Hospital OMR",30,0.4,2,19,2
REQ01686,Other,H007,"Apollo Hospitals Greams Road",30,0.7,2,4,24
REQ01687,General Medical,H007,"Apollo Hospitals Greams Road",30,1.2,2,4,24
REQ01688,Accident,H020,"Prashanth Super Speciality Hospital",22,4.5,8,2,14
REQ01689,Cardiac,H007,"Apollo Hospitals Greams Road",18,1,2,4,24
REQ01690,Accident,H027,"MGM Healthcare",22,1.6,3,5,16
REQ01691,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1,2,6,32
REQ01692,Trauma,H014,"Vijaya Hospital",22,1.6,3,10,12
REQ01693,Other,H025,"Apollo Hospitals Tondiarpet",30,0.3,2,9,9
REQ01694,Trauma,H027,"MGM Healthcare",22,1.2,2,5,16
REQ01695,Breathing,H013,"SIMS Hospital",30,1,2,5,3
REQ01696,Accident,H006,"Institute of Child Health and Hospital for Children",22,1.8,3,20,12
REQ01697,Breathing,H027,"MGM Healthcare",30,1.3,2,5,16
REQ01698,Accident,H030,"Government Hospital of Thoracic Medicine",22,3,6,8,23
REQ01699,Breathing,H010,"Sri Ramachandra Medical Centre",30,5.6,10,1,10
REQ01700,Unconscious,H020,"Prashanth Super Speciality Hospital",30,1.4,3,2,14
REQ01701,Other,H019,"Dr. Kamakshi Memorial Hospital",30,1.3,2,18,34
REQ01702,General Medical,H020,"Prashanth Super Speciality Hospital",30,1.6,3,2,14
REQ01703,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,2.5,5,18,34
REQ01704,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,1.5,3,18,34
REQ01705,Accident,H007,"Apollo Hospitals Greams Road",22,2.2,4,4,24
REQ01706,Unconscious,H002,"Government Stanley Medical College Hospital",30,1.8,3,7,39
REQ01707,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,7.1,13,18,34
REQ01708,Unconscious,H009,"MIOT International",30,1.4,3,8,26
REQ01709,Breathing,H030,"Government Hospital of Thoracic Medicine",30,2,4,8,23
REQ01710,Burn,H006,"Institute of Child Health and Hospital for Children",30,1.2,2,20,12
REQ01711,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,2.2,4,20,12
REQ01712,Stroke,H002,"Government Stanley Medical College Hospital",18,0.4,2,7,39
REQ01713,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,6,11,18,34
REQ01714,Trauma,H030,"Government Hospital of Thoracic Medicine",22,2.1,4,8,23
REQ01715,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.4,12,9,9
REQ01716,Cardiac,H011,"Madras Medical Mission",18,3,6,5,4
REQ01717,Unconscious,H016,"Apollo Speciality Hospital OMR",30,2.7,5,19,2
REQ01718,General Medical,H024,"Billroth Hospitals",30,1.3,2,4,32
REQ01719,Accident,H027,"MGM Healthcare",22,1.3,2,5,16
REQ01720,Unconscious,H007,"Apollo Hospitals Greams Road",30,2.2,4,4,24
REQ01721,Accident,H027,"MGM Healthcare",22,2.7,5,5,16
REQ01722,Trauma,H025,"Apollo Hospitals Tondiarpet",22,8.9,17,9,9
REQ01723,Accident,H008,"Fortis Malar Hospital",22,1.2,2,4,34
REQ01724,Trauma,H025,"Apollo Hospitals Tondiarpet",22,8.6,16,9,9
REQ01725,Trauma,H006,"Institute of Child Health and Hospital for Children",22,1.8,3,20,12
REQ01726,Burn,H002,"Government Stanley Medical College Hospital",30,1,2,7,39
REQ01727,Breathing,H011,"Madras Medical Mission",30,2.4,4,5,4
REQ01728,Stroke,H026,"CSI Rainy Multispeciality Hospital",18,10.5,20,8,11
REQ01729,Accident,H020,"Prashanth Super Speciality Hospital",22,1.9,3,2,14
REQ01730,Cardiac,H013,"SIMS Hospital",18,1,2,5,3
REQ01731,Unconscious,H008,"Fortis Malar Hospital",30,2.2,4,4,34
REQ01732,Cardiac,H021,"Hindu Mission Hospital",18,1.7,3,16,6
REQ01733,Trauma,H011,"Madras Medical Mission",22,1.6,3,5,4
REQ01734,Unconscious,H017,"Gleneagles HealthCity Chennai",30,2.5,5,25,26
REQ01735,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,1.3,2,18,34
REQ01736,Burn,H023,"ESIC Medical College and Hospital",30,1.2,2,5,32
REQ01737,Accident,H014,"Vijaya Hospital",22,0.6,2,10,12
REQ01738,Breathing,H005,"Government Omandurar Medical College Hospital",30,0.1,2,19,5
REQ01739,Cardiac,H007,"Apollo Hospitals Greams Road",18,0.9,2,4,24
REQ01740,Breathing,H020,"Prashanth Super Speciality Hospital",30,0.5,2,2,14
REQ01741,General Medical,H017,"Gleneagles HealthCity Chennai",30,2.2,4,25,26
REQ01742,Cardiac,H029,"Adyar Cancer Institute",18,3,6,2,46
REQ01743,Trauma,H029,"Adyar Cancer Institute",22,1.7,3,2,46
REQ01744,Trauma,H007,"Apollo Hospitals Greams Road",22,0.3,2,4,24
REQ01745,Cardiac,H002,"Government Stanley Medical College Hospital",18,1.8,3,7,39
REQ01746,Cardiac,H029,"Adyar Cancer Institute",18,1.8,3,2,46
REQ01747,Trauma,H009,"MIOT International",22,9.3,17,8,26
REQ01748,Unconscious,H024,"Billroth Hospitals",30,2.2,4,4,32
REQ01749,Unconscious,H025,"Apollo Hospitals Tondiarpet",30,7.7,15,9,9
REQ01750,Cardiac,H011,"Madras Medical Mission",18,10.4,20,5,4
REQ01751,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,2,4,18,34
REQ01752,Unconscious,H001,"Rajiv Gandhi Government General Hospital",30,0.8,2,6,32
REQ01753,Unconscious,H029,"Adyar Cancer Institute",30,1.9,3,2,46
REQ01754,Accident,H011,"Madras Medical Mission",22,2.3,4,5,4
REQ01755,Stroke,H009,"MIOT International",18,0.7,2,8,26
REQ01756,Breathing,H012,"Sundaram Medical Foundation",30,0.6,2,4,33
REQ01757,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,2.2,4,20,12
REQ01758,Unconscious,H011,"Madras Medical Mission",30,1.8,3,5,4
REQ01759,Accident,H008,"Fortis Malar Hospital",22,0.5,2,4,34
REQ01760,Breathing,H027,"MGM Healthcare",30,1.2,2,5,16
REQ01761,General Medical,H023,"ESIC Medical College and Hospital",30,1.6,3,5,32
REQ01762,Unconscious,H012,"Sundaram Medical Foundation",30,0.8,2,4,33
REQ01763,Cardiac,H016,"Apollo Speciality Hospital OMR",18,2.2,4,19,2
REQ01764,Cardiac,H002,"Government Stanley Medical College Hospital",18,1.2,2,7,39
REQ01765,Breathing,H001,"Rajiv Gandhi Government General Hospital",30,1.1,2,6,32
REQ01766,Accident,H011,"Madras Medical Mission",22,1.3,2,5,4
REQ01767,Other,H006,"Institute of Child Health and Hospital for Children",30,0.9,2,20,12
REQ01768,Breathing,H020,"Prashanth Super Speciality Hospital",30,2,4,2,14
REQ01769,Accident,H014,"Vijaya Hospital",22,1.1,2,10,12
REQ01770,Breathing,H006,"Institute of Child Health and Hospital for Children",30,2.1,4,20,12
REQ01771,Stroke,H007,"Apollo Hospitals Greams Road",18,0.7,2,4,24
REQ01772,Trauma,H029,"Adyar Cancer Institute",22,1.4,3,2,46
REQ01773,Accident,H025,"Apollo Hospitals Tondiarpet",22,6.1,11,9,9
REQ01774,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,1.4,3,20,12
REQ01775,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,1.6,3,18,34
REQ01776,Cardiac,H023,"ESIC Medical College and Hospital",18,1.1,2,5,32
REQ01777,Unconscious,H019,"Dr. Kamakshi Memorial Hospital",30,1.9,4,18,34
REQ01778,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,3.4,6,18,34
REQ01779,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,1.6,3,18,34
REQ01780,Trauma,H008,"Fortis Malar Hospital",22,3.2,6,4,34
REQ01781,Breathing,H020,"Prashanth Super Speciality Hospital",30,2.2,4,2,14
REQ01782,Cardiac,H001,"Rajiv Gandhi Government General Hospital",18,1,2,6,32
REQ01783,Stroke,H013,"SIMS Hospital",18,1.3,2,5,3
REQ01784,Unconscious,H012,"Sundaram Medical Foundation",30,3.1,6,4,33
REQ01785,General Medical,H004,"Government Royapettah Hospital",30,1.3,2,13,11
REQ01786,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,1,2,18,34
REQ01787,Accident,H001,"Rajiv Gandhi Government General Hospital",22,1.8,3,6,32
REQ01788,Trauma,H011,"Madras Medical Mission",22,0.6,2,5,4
REQ01789,Cardiac,H021,"Hindu Mission Hospital",18,2.1,4,16,6
REQ01790,Accident,H014,"Vijaya Hospital",22,2.1,4,10,12
REQ01791,Cardiac,H009,"MIOT International",18,4,7,8,26
REQ01792,Accident,H005,"Government Omandurar Medical College Hospital",22,0.8,2,19,5
REQ01793,General Medical,H012,"Sundaram Medical Foundation",30,8.5,16,4,33
REQ01794,Stroke,H029,"Adyar Cancer Institute",18,3.3,6,2,46
REQ01795,Unconscious,H017,"Gleneagles HealthCity Chennai",30,1.9,4,25,26
REQ01796,Trauma,H008,"Fortis Malar Hospital",22,2.7,5,4,34
REQ01797,Breathing,H012,"Sundaram Medical Foundation",30,1.3,2,4,33
REQ01798,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,1.8,3,18,34
REQ01799,Cardiac,H007,"Apollo Hospitals Greams Road",18,0.8,2,4,24
REQ01800,Breathing,H010,"Sri Ramachandra Medical Centre",30,2.2,4,1,10
REQ01801,Other,H013,"SIMS Hospital",30,0.3,2,5,3
REQ01802,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,1.8,3,18,34
REQ01803,Accident,H014,"Vijaya Hospital",22,1,2,10,12
REQ01804,Accident,H025,"Apollo Hospitals Tondiarpet",22,2.7,5,9,9
REQ01805,Stroke,H024,"Billroth Hospitals",18,1.3,2,4,32
REQ01806,Breathing,H012,"Sundaram Medical Foundation",30,3.6,7,4,33
REQ01807,Trauma,H011,"Madras Medical Mission",22,8.5,16,5,4
REQ01808,General Medical,H004,"Government Royapettah Hospital",30,0.9,2,13,11
REQ01809,Stroke,H006,"Institute of Child Health and Hospital for Children",18,1.1,2,20,12
REQ01810,Breathing,H009,"MIOT International",30,2.3,4,8,26
REQ01811,General Medical,H021,"Hindu Mission Hospital",30,1.8,3,16,6
REQ01812,Accident,H005,"Government Omandurar Medical College Hospital",22,0.9,2,19,5
REQ01813,Cardiac,H013,"SIMS Hospital",18,0.3,2,5,3
REQ01814,Stroke,H011,"Madras Medical Mission",18,3.2,6,5,4
REQ01815,Cardiac,H029,"Adyar Cancer Institute",18,1.7,3,2,46
REQ01816,Accident,H026,"CSI Rainy Multispeciality Hospital",22,3.9,7,8,11
REQ01817,Accident,H028,"Kauvery Hospital Alwarpet",22,1.2,2,1,34
REQ01818,General Medical,H018,"Chettinad Hospital and Research Institute",30,1.7,3,4,14
REQ01819,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,1.4,3,18,34
REQ01820,Cardiac,H016,"Apollo Speciality Hospital OMR",18,1.1,2,19,2
REQ01821,Accident,H009,"MIOT International",22,1.4,3,8,26
REQ01822,Unconscious,H013,"SIMS Hospital",30,0.9,2,5,3
REQ01823,Unconscious,H020,"Prashanth Super Speciality Hospital",30,1.5,3,2,14
REQ01824,Cardiac,H013,"SIMS Hospital",18,2.2,4,5,3
REQ01825,Breathing,H005,"Government Omandurar Medical College Hospital",30,1.2,2,19,5
REQ01826,Breathing,H006,"Institute of Child Health and Hospital for Children",30,1.6,3,20,12
REQ01827,Trauma,H014,"Vijaya Hospital",22,0.4,2,10,12
REQ01828,General Medical,H010,"Sri Ramachandra Medical Centre",30,4.5,8,1,10
REQ01829,Cardiac,H015,"Kauvery Hospital",18,1.3,2,19,7
REQ01830,General Medical,H028,"Kauvery Hospital Alwarpet",30,1.8,3,1,34
REQ01831,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,4,7,18,34
REQ01832,Breathing,H011,"Madras Medical Mission",30,6.1,12,5,4
REQ01833,Cardiac,H006,"Institute of Child Health and Hospital for Children",18,0.3,2,20,12
REQ01834,Unconscious,H022,"Government Hospital Tambaram",30,2.8,5,6,22
REQ01835,Unconscious,H008,"Fortis Malar Hospital",30,3,6,4,34
REQ01836,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,5.6,10,18,34
REQ01837,Accident,H020,"Prashanth Super Speciality Hospital",22,1,2,2,14
REQ01838,General Medical,H024,"Billroth Hospitals",30,1.3,2,4,32
REQ01839,Cardiac,H009,"MIOT International",18,11.8,22,8,26
REQ01840,Stroke,H019,"Dr. Kamakshi Memorial Hospital",18,2.3,4,18,34
REQ01841,Accident,H001,"Rajiv Gandhi Government General Hospital",22,0.5,2,6,32
REQ01842,Burn,H028,"Kauvery Hospital Alwarpet",30,3.5,6,1,34
REQ01843,Breathing,H008,"Fortis Malar Hospital",30,0.6,2,4,34
REQ01844,Unconscious,H016,"Apollo Speciality Hospital OMR",30,3.3,6,19,2
REQ01845,General Medical,H022,"Government Hospital Tambaram",30,2.4,4,6,22
REQ01846,Accident,H008,"Fortis Malar Hospital",22,2.2,4,4,34
REQ01847,Unconscious,H018,"Chettinad Hospital and Research Institute",30,1.6,3,4,14
REQ01848,Other,H020,"Prashanth Super Speciality Hospital",30,1.5,3,2,14
REQ01849,Unconscious,H011,"Madras Medical Mission",30,2,4,5,4
REQ01850,Breathing,H010,"Sri Ramachandra Medical Centre",30,10.7,20,1,10
REQ01851,Cardiac,H019,"Dr. Kamakshi Memorial Hospital",18,17.6,33,18,34
REQ01852,Stroke,H016,"Apollo Speciality Hospital OMR",18,1.5,3,19,2
REQ01853,General Medical,H021,"Hindu Mission Hospital",30,1.3,2,16,6
REQ01854,Trauma,H009,"MIOT International",22,1.9,4,8,26
REQ01855,Trauma,H011,"Madras Medical Mission",22,5.2,10,5,4
REQ01856,Accident,H001,"Rajiv Gandhi Government General Hospital",22,2.1,4,6,32
REQ01857,Accident,H025,"Apollo Hospitals Tondiarpet",22,0.8,2,9,9
REQ01858,Unconscious,H008,"Fortis Malar Hospital",30,1.1,2,4,34
REQ01859,General Medical,H029,"Adyar Cancer Institute",30,2.2,4,2,46
REQ01860,Breathing,H019,"Dr. Kamakshi Memorial Hospital",30,0.6,2,18,34
REQ01861,Unconscious,H024,"Billroth Hospitals",30,1.5,3,4,32
REQ01862,Breathing,H007,"Apollo Hospitals Greams Road",30,1.5,3,4,24
REQ01863,Trauma,H030,"Government Hospital of Thoracic Medicine",22,2.5,5,8,23
REQ01864,General Medical,H028,"Kauvery Hospital Alwarpet",30,1.7,3,1,34
REQ01865,Accident,H019,"Dr. Kamakshi Memorial Hospital",22,3,6,18,34
REQ01866,Trauma,H019,"Dr. Kamakshi Memorial Hospital",22,2.1,4,18,34
REQ01867,Trauma,H009,"MIOT International",22,4.3,8,8,26
REQ01868,Burn,H011,"Madras Medical Mission",30,10.5,20,5,4
REQ01869,Accident,H027,"MGM Healthcare",22,1.4,3,5,16
REQ01870,Trauma,H021,"Hindu Mission Hospital",22,2.4,5,16,6
