assignment_id,request_id,ambulance_id,attempt_number,assigned_at,response_time_sec,response,status
ASG01720,REQ01378,AMB0001,1,2026-08-18 05:07:48,25,TIMEOUT,FALLBACK_TRIGGERED
ASG01721,REQ01378,AMB0085,2,2026-08-18 05:08:15,20,TIMEOUT,FALLBACK_TRIGGERED
ASG01722,REQ01378,AMB0036,3,2026-08-18 05:08:37,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01723,REQ01379,AMB0086,1,2026-08-18 02:22:50,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01724,REQ01380,AMB0017,1,2026-08-06 02:10:09,26,REJECTED,FALLBACK_TRIGGERED
ASG01725,REQ01380,AMB0025,2,2026-08-06 02:10:37,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01726,REQ01381,AMB0129,1,2026-08-28 03:51:32,28,REJECTED,FALLBACK_TRIGGERED
ASG01727,REQ01381,AMB0120,2,2026-08-28 03:52:02,19,REJECTED,FALLBACK_TRIGGERED
ASG01728,REQ01381,AMB0054,3,2026-08-28 03:52:23,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01729,REQ01382,AMB0099,1,2026-08-05 23:14:53,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01730,REQ01384,AMB0078,1,2026-08-21 14:05:08,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01731,REQ01385,AMB0019,1,2026-09-05 23:48:21,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01732,REQ01386,AMB0107,1,2026-08-19 01:54:06,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01733,REQ01387,AMB0072,1,2026-08-18 10:54:26,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01734,REQ01388,AMB0052,1,2026-08-19 10:11:45,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01735,REQ01389,AMB0013,1,2026-08-17 10:20:56,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01736,REQ01390,AMB0072,1,2026-09-05 17:58:54,4,REJECTED,FALLBACK_TRIGGERED
ASG01737,REQ01391,AMB0056,1,2026-08-20 03:57:25,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01738,REQ01392,AMB0051,1,2026-08-05 03:37:00,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01739,REQ01393,AMB0052,1,2026-09-05 07:05:21,8,TIMEOUT,FALLBACK_TRIGGERED
ASG01740,REQ01393,AMB0088,2,2026-09-05 07:05:31,8,TIMEOUT,FALLBACK_TRIGGERED
ASG01741,REQ01394,AMB0085,1,2026-08-09 05:47:52,17,TIMEOUT,FALLBACK_TRIGGERED
ASG01742,REQ01394,AMB0026,2,2026-08-09 05:48:11,22,TIMEOUT,FALLBACK_TRIGGERED
ASG01743,REQ01394,AMB0013,3,2026-08-09 05:48:35,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01744,REQ01395,AMB0064,1,2026-08-13 15:35:15,5,TIMEOUT,FALLBACK_TRIGGERED
ASG01745,REQ01395,AMB0104,2,2026-08-13 15:35:22,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01746,REQ01396,AMB0016,1,2026-09-07 13:58:37,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01747,REQ01397,AMB0033,1,2026-08-01 03:25:37,26,TIMEOUT,FALLBACK_TRIGGERED
ASG01748,REQ01397,AMB0085,2,2026-08-01 03:26:05,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01749,REQ01399,AMB0075,1,2026-08-14 22:07:53,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01750,REQ01400,AMB0019,1,2026-08-24 10:26:24,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01751,REQ01401,AMB0130,1,2026-08-16 15:31:17,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01752,REQ01402,AMB0044,1,2026-08-14 13:07:56,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01753,REQ01403,AMB0019,1,2026-09-07 14:22:19,14,REJECTED,FALLBACK_TRIGGERED
ASG01754,REQ01403,AMB0071,2,2026-09-07 14:22:35,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01755,REQ01404,AMB0128,1,2026-08-31 07:28:57,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01756,REQ01405,AMB0023,1,2026-08-18 23:23:33,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01757,REQ01406,AMB0022,1,2026-09-06 03:15:57,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01758,REQ01407,AMB0113,1,2026-09-03 00:09:01,17,TIMEOUT,FALLBACK_TRIGGERED
ASG01759,REQ01407,AMB0036,2,2026-09-03 00:09:20,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01760,REQ01408,AMB0043,1,2026-08-20 23:48:27,8,TIMEOUT,FALLBACK_TRIGGERED
ASG01761,REQ01408,AMB0028,2,2026-08-20 23:48:37,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01762,REQ01409,AMB0084,1,2026-08-13 07:20:02,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01763,REQ01410,AMB0007,1,2026-08-02 22:04:06,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01764,REQ01411,AMB0068,1,2026-08-05 03:43:35,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01765,REQ01412,AMB0049,1,2026-09-07 13:07:17,25,TIMEOUT,FALLBACK_TRIGGERED
ASG01766,REQ01412,AMB0082,2,2026-09-07 13:07:44,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01767,REQ01413,AMB0105,1,2026-08-17 19:34:47,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01768,REQ01414,AMB0061,1,2026-08-01 15:52:13,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01769,REQ01415,AMB0112,1,2026-08-28 22:22:59,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01770,REQ01416,AMB0005,1,2026-08-18 06:11:52,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01771,REQ01417,AMB0009,1,2026-08-04 21:28:14,26,REJECTED,FALLBACK_TRIGGERED
ASG01772,REQ01417,AMB0095,2,2026-08-04 21:28:42,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01773,REQ01418,AMB0103,1,2026-08-20 21:27:09,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01774,REQ01419,AMB0049,1,2026-08-27 03:05:48,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01775,REQ01421,AMB0094,1,2026-09-04 21:36:13,28,REJECTED,FALLBACK_TRIGGERED
ASG01776,REQ01421,AMB0099,2,2026-09-04 21:36:43,29,REJECTED,FALLBACK_TRIGGERED
ASG01777,REQ01421,AMB0030,3,2026-09-04 21:37:14,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01778,REQ01422,AMB0023,1,2026-08-02 06:25:18,8,TIMEOUT,FALLBACK_TRIGGERED
ASG01779,REQ01422,AMB0008,2,2026-08-02 06:25:28,17,TIMEOUT,FALLBACK_TRIGGERED
ASG01780,REQ01423,AMB0084,1,2026-08-04 07:47:44,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01781,REQ01424,AMB0009,1,2026-08-15 04:15:58,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01782,REQ01425,AMB0011,1,2026-09-04 02:16:16,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01783,REQ01426,AMB0036,1,2026-08-06 16:09:39,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01784,REQ01427,AMB0058,1,2026-08-22 00:02:48,24,REJECTED,FALLBACK_TRIGGERED
ASG01785,REQ01427,AMB0026,2,2026-08-22 00:03:14,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01786,REQ01428,AMB0110,1,2026-09-07 02:05:44,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01787,REQ01429,AMB0110,1,2026-09-08 00:46:09,11,TIMEOUT,FALLBACK_TRIGGERED
ASG01788,REQ01429,AMB0042,2,2026-09-08 00:46:22,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01789,REQ01430,AMB0114,1,2026-08-17 05:05:34,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01790,REQ01431,AMB0065,1,2026-08-10 05:52:48,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01791,REQ01432,AMB0097,1,2026-08-03 19:03:00,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01792,REQ01433,AMB0001,1,2026-09-03 04:25:24,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01793,REQ01434,AMB0001,1,2026-08-04 11:19:52,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01794,REQ01435,AMB0084,1,2026-08-14 07:26:38,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01795,REQ01436,AMB0050,1,2026-09-03 05:08:04,22,TIMEOUT,FALLBACK_TRIGGERED
ASG01796,REQ01436,AMB0126,2,2026-09-03 05:08:28,19,REJECTED,FALLBACK_TRIGGERED
ASG01797,REQ01437,AMB0101,1,2026-09-05 16:47:00,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01798,REQ01438,AMB0063,1,2026-09-03 06:24:45,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01799,REQ01439,AMB0002,1,2026-08-26 19:43:18,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01800,REQ01440,AMB0088,1,2026-08-16 13:48:45,12,TIMEOUT,FALLBACK_TRIGGERED
ASG01801,REQ01440,AMB0127,2,2026-08-16 13:48:59,27,REJECTED,FALLBACK_TRIGGERED
ASG01802,REQ01440,AMB0013,3,2026-08-16 13:49:28,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01803,REQ01441,AMB0129,1,2026-08-06 14:55:02,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01804,REQ01442,AMB0015,1,2026-08-19 01:11:25,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01805,REQ01443,AMB0025,1,2026-08-02 21:05:30,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01806,REQ01444,AMB0046,1,2026-08-15 23:06:23,17,TIMEOUT,FALLBACK_TRIGGERED
ASG01807,REQ01444,AMB0033,2,2026-08-15 23:06:42,14,TIMEOUT,FALLBACK_TRIGGERED
ASG01808,REQ01444,AMB0127,3,2026-08-15 23:06:58,28,REJECTED,FALLBACK_TRIGGERED
ASG01809,REQ01445,AMB0084,1,2026-08-30 19:53:44,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01810,REQ01446,AMB0004,1,2026-08-14 06:13:48,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01811,REQ01447,AMB0099,1,2026-08-10 03:05:06,7,TIMEOUT,FALLBACK_TRIGGERED
ASG01812,REQ01447,AMB0120,2,2026-08-10 03:05:15,28,REJECTED,FALLBACK_TRIGGERED
ASG01813,REQ01448,AMB0019,1,2026-08-13 07:37:05,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01814,REQ01449,AMB0009,1,2026-08-27 01:46:04,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01815,REQ01451,AMB0130,1,2026-08-02 18:06:21,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01816,REQ01452,AMB0113,1,2026-08-31 20:44:31,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01817,REQ01453,AMB0080,1,2026-08-14 12:23:39,27,TIMEOUT,FALLBACK_TRIGGERED
ASG01818,REQ01453,AMB0073,2,2026-08-14 12:24:08,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01819,REQ01454,AMB0060,1,2026-09-06 09:06:34,30,REJECTED,FALLBACK_TRIGGERED
ASG01820,REQ01454,AMB0071,2,2026-09-06 09:07:06,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01821,REQ01455,AMB0082,1,2026-08-27 06:10:52,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01822,REQ01456,AMB0018,1,2026-08-22 13:04:05,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01823,REQ01457,AMB0028,1,2026-08-03 11:40:01,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01824,REQ01459,AMB0090,1,2026-08-14 11:24:25,13,REJECTED,FALLBACK_TRIGGERED
ASG01825,REQ01459,AMB0065,2,2026-08-14 11:24:40,24,REJECTED,FALLBACK_TRIGGERED
ASG01826,REQ01459,AMB0092,3,2026-08-14 11:25:06,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01827,REQ01460,AMB0023,1,2026-08-14 03:11:49,22,REJECTED,FALLBACK_TRIGGERED
ASG01828,REQ01461,AMB0091,1,2026-08-07 15:40:54,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01829,REQ01462,AMB0004,1,2026-08-19 23:02:07,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01830,REQ01463,AMB0073,1,2026-08-16 15:55:42,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01831,REQ01464,AMB0081,1,2026-08-08 01:06:42,22,TIMEOUT,FALLBACK_TRIGGERED
ASG01832,REQ01464,AMB0010,2,2026-08-08 01:07:06,27,REJECTED,FALLBACK_TRIGGERED
ASG01833,REQ01466,AMB0036,1,2026-09-06 19:40:26,11,TIMEOUT,FALLBACK_TRIGGERED
ASG01834,REQ01466,AMB0108,2,2026-09-06 19:40:39,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01835,REQ01467,AMB0111,1,2026-09-08 23:46:43,5,TIMEOUT,FALLBACK_TRIGGERED
ASG01836,REQ01468,AMB0082,1,2026-09-07 12:40:36,30,REJECTED,FALLBACK_TRIGGERED
ASG01837,REQ01468,AMB0052,2,2026-09-07 12:41:08,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01838,REQ01469,AMB0080,1,2026-08-13 05:56:12,4,REJECTED,FALLBACK_TRIGGERED
ASG01839,REQ01469,AMB0121,2,2026-08-13 05:56:18,21,REJECTED,FALLBACK_TRIGGERED
ASG01840,REQ01469,AMB0119,3,2026-08-13 05:56:41,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01841,REQ01470,AMB0050,1,2026-09-06 17:03:26,4,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01842,REQ01471,AMB0131,1,2026-08-02 20:28:11,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01843,REQ01472,AMB0042,1,2026-09-08 11:41:15,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01844,REQ01473,AMB0053,1,2026-08-01 11:26:56,24,TIMEOUT,FALLBACK_TRIGGERED
ASG01845,REQ01473,AMB0003,2,2026-08-01 11:27:22,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01846,REQ01474,AMB0098,1,2026-08-10 12:37:48,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01847,REQ01475,AMB0002,1,2026-08-05 06:00:35,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01848,REQ01476,AMB0080,1,2026-08-21 18:21:59,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01849,REQ01477,AMB0084,1,2026-08-20 16:17:40,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01850,REQ01478,AMB0027,1,2026-09-02 13:38:25,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01851,REQ01479,AMB0131,1,2026-08-13 19:21:52,17,REJECTED,FALLBACK_TRIGGERED
ASG01852,REQ01479,AMB0088,2,2026-08-13 19:22:11,18,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01853,REQ01480,AMB0104,1,2026-08-06 09:40:38,30,TIMEOUT,FALLBACK_TRIGGERED
ASG01854,REQ01480,AMB0127,2,2026-08-06 09:41:10,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01855,REQ01481,AMB0035,1,2026-09-07 14:41:26,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01856,REQ01482,AMB0059,1,2026-08-29 19:18:25,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01857,REQ01483,AMB0114,1,2026-08-09 19:08:22,14,TIMEOUT,FALLBACK_TRIGGERED
ASG01858,REQ01483,AMB0070,2,2026-08-09 19:08:38,5,TIMEOUT,FALLBACK_TRIGGERED
ASG01859,REQ01483,AMB0129,3,2026-08-09 19:08:45,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01860,REQ01484,AMB0048,1,2026-08-11 18:44:59,11,REJECTED,FALLBACK_TRIGGERED
ASG01861,REQ01484,AMB0054,2,2026-08-11 18:45:12,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01862,REQ01485,AMB0113,1,2026-08-13 06:12:29,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01863,REQ01488,AMB0029,1,2026-09-06 11:24:07,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01864,REQ01490,AMB0044,1,2026-08-04 07:28:13,12,TIMEOUT,FALLBACK_TRIGGERED
ASG01865,REQ01490,AMB0045,2,2026-08-04 07:28:27,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01866,REQ01491,AMB0120,1,2026-09-01 21:32:10,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01867,REQ01492,AMB0104,1,2026-08-12 03:40:12,13,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01868,REQ01493,AMB0107,1,2026-09-08 14:14:48,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01869,REQ01494,AMB0094,1,2026-08-21 13:01:21,7,TIMEOUT,FALLBACK_TRIGGERED
ASG01870,REQ01494,AMB0081,2,2026-08-21 13:01:30,11,TIMEOUT,FALLBACK_TRIGGERED
ASG01871,REQ01494,AMB0092,3,2026-08-21 13:01:43,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01872,REQ01496,AMB0114,1,2026-08-01 11:48:00,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01873,REQ01497,AMB0077,1,2026-08-11 02:25:43,25,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01874,REQ01498,AMB0038,1,2026-08-26 18:09:46,14,REJECTED,FALLBACK_TRIGGERED
ASG01875,REQ01498,AMB0108,2,2026-08-26 18:10:02,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01876,REQ01499,AMB0013,1,2026-08-30 19:02:35,26,REJECTED,FALLBACK_TRIGGERED
ASG01877,REQ01499,AMB0094,2,2026-08-30 19:03:03,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01878,REQ01501,AMB0027,1,2026-09-08 22:44:16,30,REJECTED,FALLBACK_TRIGGERED
ASG01879,REQ01501,AMB0081,2,2026-09-08 22:44:48,27,TIMEOUT,FALLBACK_TRIGGERED
ASG01880,REQ01502,AMB0064,1,2026-09-05 20:04:41,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01881,REQ01503,AMB0089,1,2026-08-23 05:15:57,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01882,REQ01505,AMB0110,1,2026-09-04 04:54:39,13,TIMEOUT,FALLBACK_TRIGGERED
ASG01883,REQ01506,AMB0010,1,2026-09-01 23:02:50,24,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01884,REQ01507,AMB0106,1,2026-08-24 01:44:17,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01885,REQ01508,AMB0003,1,2026-08-30 18:02:01,23,REJECTED,FALLBACK_TRIGGERED
ASG01886,REQ01508,AMB0130,2,2026-08-30 18:02:26,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01887,REQ01509,AMB0018,1,2026-08-12 16:25:29,22,REJECTED,FALLBACK_TRIGGERED
ASG01888,REQ01510,AMB0083,1,2026-08-09 21:34:47,26,REJECTED,FALLBACK_TRIGGERED
ASG01889,REQ01511,AMB0125,1,2026-09-06 03:21:25,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01890,REQ01513,AMB0110,1,2026-09-03 19:50:43,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01891,REQ01514,AMB0077,1,2026-09-01 16:16:24,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01892,REQ01515,AMB0089,1,2026-08-17 07:00:12,16,REJECTED,FALLBACK_TRIGGERED
ASG01893,REQ01515,AMB0062,2,2026-08-17 07:00:30,10,REJECTED,FALLBACK_TRIGGERED
ASG01894,REQ01516,AMB0093,1,2026-08-31 19:30:10,8,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01895,REQ01517,AMB0083,1,2026-08-24 06:25:19,18,REJECTED,FALLBACK_TRIGGERED
ASG01896,REQ01518,AMB0082,1,2026-08-24 19:56:13,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01897,REQ01519,AMB0035,1,2026-08-21 01:01:39,16,REJECTED,FALLBACK_TRIGGERED
ASG01898,REQ01519,AMB0002,2,2026-08-21 01:01:57,30,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01899,REQ01521,AMB0043,1,2026-08-09 15:00:17,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01900,REQ01522,AMB0038,1,2026-08-22 17:51:58,18,REJECTED,FALLBACK_TRIGGERED
ASG01901,REQ01522,AMB0097,2,2026-08-22 17:52:18,7,TIMEOUT,FALLBACK_TRIGGERED
ASG01902,REQ01522,AMB0042,3,2026-08-22 17:52:27,26,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01903,REQ01523,AMB0131,1,2026-09-04 14:17:19,24,TIMEOUT,FALLBACK_TRIGGERED
ASG01904,REQ01523,AMB0119,2,2026-09-04 14:17:45,27,TIMEOUT,FALLBACK_TRIGGERED
ASG01905,REQ01523,AMB0124,3,2026-09-04 14:18:14,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01906,REQ01524,AMB0047,1,2026-09-07 13:23:50,10,TIMEOUT,FALLBACK_TRIGGERED
ASG01907,REQ01524,AMB0007,2,2026-09-07 13:24:02,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01908,REQ01525,AMB0089,1,2026-08-08 02:51:44,24,TIMEOUT,FALLBACK_TRIGGERED
ASG01909,REQ01526,AMB0114,1,2026-08-24 20:14:37,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01910,REQ01527,AMB0048,1,2026-08-05 06:00:20,17,REJECTED,FALLBACK_TRIGGERED
ASG01911,REQ01527,AMB0049,2,2026-08-05 06:00:39,7,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01912,REQ01528,AMB0040,1,2026-08-19 16:33:39,9,TIMEOUT,FALLBACK_TRIGGERED
ASG01913,REQ01528,AMB0024,2,2026-08-19 16:33:50,28,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01914,REQ01529,AMB0045,1,2026-08-15 13:28:57,26,REJECTED,FALLBACK_TRIGGERED
ASG01915,REQ01529,AMB0036,2,2026-08-15 13:29:25,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01916,REQ01530,AMB0001,1,2026-09-02 23:45:10,28,TIMEOUT,FALLBACK_TRIGGERED
ASG01917,REQ01530,AMB0048,2,2026-09-02 23:45:40,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01918,REQ01531,AMB0065,1,2026-09-04 03:47:08,27,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01919,REQ01532,AMB0129,1,2026-08-04 12:47:00,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01920,REQ01533,AMB0095,1,2026-08-02 17:10:49,12,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01921,REQ01534,AMB0043,1,2026-08-21 08:47:23,14,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01922,REQ01535,AMB0062,1,2026-09-02 21:47:29,6,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01923,REQ01536,AMB0001,1,2026-08-29 03:41:30,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01924,REQ01537,AMB0089,1,2026-08-12 00:20:11,16,REJECTED,FALLBACK_TRIGGERED
ASG01925,REQ01537,AMB0008,2,2026-08-12 00:20:29,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01926,REQ01538,AMB0041,1,2026-08-28 10:42:54,20,REJECTED,FALLBACK_TRIGGERED
ASG01927,REQ01538,AMB0111,2,2026-08-28 10:43:16,19,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01928,REQ01539,AMB0078,1,2026-08-24 22:15:50,23,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01929,REQ01540,AMB0115,1,2026-08-30 23:47:56,22,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01930,REQ01541,AMB0098,1,2026-08-17 18:51:49,15,TIMEOUT,FALLBACK_TRIGGERED
ASG01931,REQ01541,AMB0026,2,2026-08-17 18:52:06,17,TIMEOUT,FALLBACK_TRIGGERED
ASG01932,REQ01542,AMB0024,1,2026-08-29 02:10:03,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01933,REQ01543,AMB0094,1,2026-08-21 04:37:35,5,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01934,REQ01544,AMB0045,1,2026-08-04 17:12:11,21,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01935,REQ01545,AMB0081,1,2026-09-06 14:22:43,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01936,REQ01546,AMB0054,1,2026-09-04 12:59:03,13,TIMEOUT,FALLBACK_TRIGGERED
ASG01937,REQ01547,AMB0045,1,2026-08-20 07:59:24,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01938,REQ01548,AMB0044,1,2026-08-11 06:55:46,15,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01939,REQ01549,AMB0046,1,2026-09-07 23:22:42,20,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01940,REQ01550,AMB0075,1,2026-08-13 00:36:26,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01941,REQ01551,AMB0055,1,2026-08-10 23:09:07,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01942,REQ01552,AMB0102,1,2026-08-09 01:07:38,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01943,REQ01554,AMB0076,1,2026-08-14 01:18:36,16,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01944,REQ01555,AMB0121,1,2026-08-20 16:06:09,9,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01945,REQ01556,AMB0039,1,2026-08-22 00:36:42,20,REJECTED,FALLBACK_TRIGGERED
ASG01946,REQ01556,AMB0061,2,2026-08-22 00:37:04,10,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01947,REQ01557,AMB0104,1,2026-08-24 11:46:24,13,REJECTED,FALLBACK_TRIGGERED
ASG01948,REQ01557,AMB0073,2,2026-08-24 11:46:39,29,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01949,REQ01558,AMB0128,1,2026-08-23 04:49:44,13,REJECTED,FALLBACK_TRIGGERED
ASG01950,REQ01558,AMB0024,2,2026-08-23 04:49:59,17,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01951,REQ01559,AMB0062,1,2026-08-28 11:35:20,12,REJECTED,FALLBACK_TRIGGERED
ASG01952,REQ01559,AMB0009,2,2026-08-28 11:35:34,11,ACCEPTED,ASSIGNMENT_CONFIRMED
ASG01953,REQ01560,AMB0016,1,2026-08-10 00:09:30,26,REJECTED,FALLBACK_TRIGGERED
